original_party_name,party_code,doc_type,doc_no,doc_date,due_date,od_days,age_days,days_0_30,days_31_60,days_61_90,days_91_120,days_121_150,days_151_180,days_181_210,above_210,unallocated,balance,pdcamount,division,party_name,mask_division
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500049,2025-01-30,2024-05-28,304.0,57,,,,,,,,,-210.0,-210.0,,div_0556003793,party_0618463295,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500049,2025-01-19,2025-03-20,8.0,68,,,30587.82,,,,,,,30587.82,,div_0556003793,party_1087986705,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500050,2025-02-01,2024-08-02,238.0,55,,,,,,,,,-315.0,-315.0,,div_0556003793,party_0618463295,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500050,2025-01-19,2025-03-20,8.0,68,,,19991.4,,,,,,,19991.4,,div_0556003793,party_1087986705,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500051,2025-02-01,2024-08-07,233.0,55,,,,,,,,,-262.5,-262.5,,div_0556003793,party_0618463295,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500051,2025-01-15,2025-03-16,12.0,72,,,13846.14,,,,,,,13846.14,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500052,2025-01-13,2025-03-14,14.0,74,,,588.0,,,,,,,588.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500053,2025-01-13,2025-03-14,14.0,74,,,6300.0,,,,,,,6300.0,,div_0556003793,party_1087986705,div_2058489418
National Bank Of Fujairah Pjsc N B f(AP-N0012),AP-N0012,PV20,2500053,2025-02-07,2025-02-02,54.0,49,,,,,,,,,-1.05,-1.05,,div_0556003793,party_1692168247,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500053,2025-02-07,2025-01-30,57.0,49,,,,,,,,,-26.25,-26.25,,div_0556003793,party_0618463295,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500054,2025-01-22,2025-03-23,5.0,65,,3407.13,,,,,,,,3407.13,,div_0556003793,party_1087986705,div_2058489418
The National Bank of Ras Al Khaimah (P.S.C)(AP-N0013),AP-N0013,PV20,2500055,2025-01-02,2025-01-02,85.0,85,,,,,,,,,-136.31,-136.31,,div_0556003793,party_0141237887,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500055,2025-01-22,2025-03-23,5.0,65,,6573.66,,,,,,,,6573.66,,div_0556003793,party_1087986705,div_2058489418
The National Bank of Ras Al Khaimah (P.S.C)(AP-N0013),AP-N0013,PV20,2500056,2025-02-01,2025-02-01,55.0,55,,,,,,,,,-122.52,-122.52,,div_0556003793,party_0141237887,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500056,2025-01-22,2025-03-23,5.0,65,,1238.96,,,,,,,,1238.96,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500057,2025-01-22,2025-03-23,5.0,65,,22922.08,,,,,,,,22922.08,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500058,2025-01-21,2025-03-22,6.0,66,,9223.2,,,,,,,,9223.2,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500059,2025-01-17,2025-03-18,10.0,70,,,16632.0,,,,,,,16632.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500060,2025-01-17,2025-03-18,10.0,70,,,17714.03,,,,,,,17714.03,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500061,2025-01-16,2025-03-17,11.0,71,,,2410.28,,,,,,,2410.28,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500062,2025-01-09,2025-03-10,18.0,78,,,13863.53,,,,,,,13863.53,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500063,2025-01-10,2025-03-11,17.0,77,,,14371.88,,,,,,,14371.88,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500064,2025-01-07,2025-03-08,20.0,80,,,441.0,,,,,,,441.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500065,2025-01-07,2025-03-08,20.0,80,,,13876.63,,,,,,,13876.63,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500066,2025-01-07,2025-03-08,20.0,80,,,3614.11,,,,,,,3614.11,,div_0556003793,party_1087986705,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500067,2025-02-18,2025-01-30,57.0,38,,,,,,,,,-26.25,-26.25,,div_0556003793,party_0618463295,div_2058489418
National Bank Of Fujairah Pjsc N B f(AP-N0012),AP-N0012,PV20,2500067,2025-02-18,2025-02-02,54.0,38,,,,,,,,,-1.05,-1.05,,div_0556003793,party_1692168247,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500069,2025-02-21,2025-01-30,57.0,35,,,,,,,,,-26.25,-26.25,,div_0556003793,party_0618463295,div_2058489418
National Bank Of Fujairah Pjsc N B f(AP-N0012),AP-N0012,PV20,2500069,2025-02-21,2025-02-02,54.0,35,,,,,,,,,-1.05,-1.05,,div_0556003793,party_1692168247,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500070,2025-01-11,2025-03-12,16.0,76,,,26824.88,,,,,,,26824.88,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500071,2025-01-21,2025-03-22,6.0,66,,29450.42,,,,,,,,29450.42,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500072,2025-01-21,2025-03-22,6.0,66,,21432.6,,,,,,,,21432.6,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500073,2025-01-08,2025-03-09,19.0,79,,,2310.0,,,,,,,2310.0,,div_0556003793,party_1087986705,div_2058489418
National Bank Of Fujairah Pjsc N B f(AP-N0012),AP-N0012,RV20,2500079,2025-02-20,2025-02-20,36.0,36,,,,,,,,,-1.05,-1.05,,div_0556003793,party_1692168247,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500082,2025-01-08,2025-03-09,19.0,79,,,690.91,,,,,,,690.91,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500083,2025-01-07,2025-03-08,20.0,80,,,18302.25,,,,,,,18302.25,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500084,2025-01-28,2025-03-29,-1.0,59,,25175.52,,,,,,,,25175.52,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500085,2025-01-18,2025-03-19,9.0,69,,,1871.1,,,,,,,1871.1,,div_0556003793,party_1087986705,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500085,2025-02-28,2025-01-30,57.0,28,,,,,,,,,-26.25,-26.25,,div_0556003793,party_0618463295,div_2058489418
National Bank Of Fujairah Pjsc N B f(AP-N0012),AP-N0012,PV20,2500085,2025-02-28,2025-02-02,54.0,28,,,,,,,,,-1.05,-1.05,,div_0556003793,party_1692168247,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500086,2025-01-18,2025-03-19,9.0,69,,,45802.18,,,,,,,45802.18,,div_0556003793,party_1087986705,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500086,2025-02-28,2025-01-30,57.0,28,,,,,,,,,-26.25,-26.25,,div_0556003793,party_0618463295,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500087,2025-01-18,2025-03-19,9.0,69,,,45444.82,,,,,,,45444.82,,div_0556003793,party_1087986705,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500087,2025-02-28,2024-05-28,304.0,28,,,,,,,,,-210.0,-210.0,,div_0556003793,party_0618463295,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500088,2025-01-23,2025-03-24,4.0,64,,19941.6,,,,,,,,19941.6,,div_0556003793,party_1087986705,div_2058489418
National Bank Of Fujairah Pjsc N B f(AP-N0012),AP-N0012,PV20,2500088,2025-02-28,2025-01-22,65.0,28,,,,,,,,,-1.05,-1.05,,div_0556003793,party_1692168247,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500089,2025-01-14,2025-03-15,13.0,73,,,4147.5,,,,,,,4147.5,,div_0556003793,party_1087986705,div_2058489418
National Bank Of Fujairah Pjsc N B f(AP-N0012),AP-N0012,RV20,2500089,2025-02-28,2025-02-28,28.0,28,,,,,,,,,-1.05,-1.05,,div_0556003793,party_1692168247,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500090,2025-01-21,2025-03-22,6.0,66,,7033.45,,,,,,,,7033.45,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500091,2025-01-22,2025-03-23,5.0,65,,4838.4,,,,,,,,4838.4,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500092,2025-01-22,2025-03-23,5.0,65,,12647.26,,,,,,,,12647.26,,div_0556003793,party_1087986705,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500092,2025-03-01,2024-08-07,233.0,27,,,,,,,,,-262.5,-262.5,,div_0556003793,party_0618463295,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500093,2025-01-21,2025-03-22,6.0,66,,10395.0,,,,,,,,10395.0,,div_0556003793,party_1087986705,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500093,2025-03-01,2024-08-02,238.0,27,,,,,,,,,-315.0,-315.0,,div_0556003793,party_0618463295,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500094,2025-01-13,2025-03-14,14.0,74,,,2362.5,,,,,,,2362.5,,div_0556003793,party_1087986705,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500094,2025-03-04,2025-01-30,57.0,24,,,,,,,,,-26.25,-26.25,,div_0556003793,party_0618463295,div_2058489418
National Bank Of Fujairah Pjsc N B f(AP-N0012),AP-N0012,PV20,2500094,2025-03-04,2025-02-02,54.0,24,,,,,,,,,-1.05,-1.05,,div_0556003793,party_1692168247,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500095,2025-01-13,2025-03-14,14.0,74,,,2646.0,,,,,,,2646.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500096,2025-01-13,2025-03-14,14.0,74,,,1726.52,,,,,,,1726.52,,div_0556003793,party_1087986705,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500096,2025-02-26,2024-08-02,238.0,30,,,,,,,,,-400.0,-400.0,,div_0556003793,party_0618463295,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500097,2025-01-13,2025-03-14,14.0,74,,,1555.31,,,,,,,1555.31,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500098,2025-01-13,2025-03-14,14.0,74,,,11340.0,,,,,,,11340.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500099,2025-01-11,2025-03-12,16.0,76,,,1627.45,,,,,,,1627.45,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500100,2025-01-11,2025-03-12,16.0,76,,,30712.54,,,,,,,30712.54,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500101,2025-01-13,2025-03-14,14.0,74,,,21955.5,,,,,,,21955.5,,div_0556003793,party_1087986705,div_2058489418
National Bank Of Fujairah Pjsc N B f(AP-N0012),AP-N0012,PV20,2500101,2025-03-07,2025-01-22,65.0,21,,,,,,,,,-1.05,-1.05,,div_0556003793,party_1692168247,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500102,2025-01-10,2025-03-11,17.0,77,,,6426.0,,,,,,,6426.0,,div_0556003793,party_1087986705,div_2058489418
Pickle Mumbai(AP-P0019),AP-P0019,EJV10,2500102,2025-03-03,2025-03-03,25.0,25,,,,,,,,,-2505.5,-2505.5,,div_0556003793,party_0547714254,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500103,2025-01-08,2025-03-09,19.0,79,,,24192.0,,,,,,,24192.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500104,2025-01-08,2025-03-09,19.0,79,,,4620.0,,,,,,,4620.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500105,2025-01-08,2025-03-09,19.0,79,,,3591.0,,,,,,,3591.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500106,2025-01-15,2025-03-16,12.0,72,,,57246.84,,,,,,,57246.84,,div_0556003793,party_1087986705,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500106,2025-03-12,2024-05-28,304.0,16,,,,,,,,,-210.0,-210.0,,div_0556003793,party_0618463295,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500108,2025-01-24,2025-03-25,3.0,63,,9837.83,,,,,,,,9837.83,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500109,2025-01-24,2025-03-25,3.0,63,,4615.59,,,,,,,,4615.59,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500110,2025-01-24,2025-03-25,3.0,63,,9702.0,,,,,,,,9702.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500111,2025-01-25,2025-03-26,2.0,62,,10395.0,,,,,,,,10395.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500112,2025-01-25,2025-03-26,2.0,62,,4422.6,,,,,,,,4422.6,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500114,2025-01-25,2025-03-26,2.0,62,,26361.76,,,,,,,,26361.76,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500115,2025-01-23,2025-03-24,4.0,64,,12207.3,,,,,,,,12207.3,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500116,2025-01-23,2025-03-24,4.0,64,,9828.0,,,,,,,,9828.0,,div_0556003793,party_1087986705,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500117,2025-03-18,2025-01-30,57.0,10,,,,,,,,,-26.25,-26.25,,div_0556003793,party_0618463295,div_2058489418
National Bank Of Fujairah Pjsc N B f(AP-N0012),AP-N0012,PV20,2500117,2025-03-18,2025-02-02,54.0,10,,,,,,,,,-1.05,-1.05,,div_0556003793,party_1692168247,div_2058489418
National Bank Of Fujairah Pjsc N B f(AP-N0012),AP-N0012,PV20,2500118,2025-03-20,2025-01-22,65.0,8,,,,,,,,,-1.05,-1.05,,div_0556003793,party_1692168247,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500118,2025-01-23,2025-03-24,4.0,64,,1294.66,,,,,,,,1294.66,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500119,2025-01-23,2025-03-24,4.0,64,,39732.73,,,,,,,,39732.73,,div_0556003793,party_1087986705,div_2058489418
National Bank Of Fujairah Pjsc N B f(AP-N0012),AP-N0012,RV20,2500120,2025-03-20,2025-03-20,8.0,8,,,,,,,,,-1.05,-1.05,,div_0556003793,party_1692168247,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500120,2025-01-23,2025-03-24,4.0,64,,16490.63,,,,,,,,16490.63,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500121,2025-01-27,2025-03-28,,60,,15788.5,,,,,,,,15788.5,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500122,2025-01-23,2025-03-24,4.0,64,,14055.3,,,,,,,,14055.3,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500123,2025-01-23,2025-03-24,4.0,64,,10332.0,,,,,,,,10332.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500124,2025-01-23,2025-03-24,4.0,64,,2772.0,,,,,,,,2772.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500125,2025-01-24,2025-03-25,3.0,63,,724.5,,,,,,,,724.5,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500126,2025-01-24,2025-03-25,3.0,63,,7623.0,,,,,,,,7623.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500127,2025-01-25,2025-03-26,2.0,62,,21136.5,,,,,,,,21136.5,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500128,2025-01-25,2025-03-26,2.0,62,,19057.5,,,,,,,,19057.5,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500129,2025-01-25,2025-03-26,2.0,62,,20601.0,,,,,,,,20601.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500130,2025-01-24,2025-03-25,3.0,63,,546.0,,,,,,,,546.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500131,2025-01-24,2025-03-25,3.0,63,,1117.2,,,,,,,,1117.2,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500132,2025-01-24,2025-03-25,3.0,63,,4849.95,,,,,,,,4849.95,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500133,2025-01-23,2025-03-24,4.0,64,,6930.0,,,,,,,,6930.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500134,2025-01-23,2025-03-24,4.0,64,,10164.0,,,,,,,,10164.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500135,2025-01-24,2025-03-25,3.0,63,,7087.5,,,,,,,,7087.5,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500136,2025-01-23,2025-03-24,4.0,64,,10233.3,,,,,,,,10233.3,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500137,2025-01-23,2025-03-24,4.0,64,,11434.5,,,,,,,,11434.5,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500138,2025-01-23,2025-03-24,4.0,64,,19215.0,,,,,,,,19215.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500139,2025-01-23,2025-03-24,4.0,64,,43197.0,,,,,,,,43197.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500145,2025-01-22,2025-03-23,5.0,65,,3705.45,,,,,,,,3705.45,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500146,2025-01-22,2025-03-23,5.0,65,,15624.0,,,,,,,,15624.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500147,2025-01-22,2025-03-23,5.0,65,,651.0,,,,,,,,651.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500150,2025-01-21,2025-03-22,6.0,66,,265.53,,,,,,,,265.53,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500151,2025-01-21,2025-03-22,6.0,66,,7801.5,,,,,,,,7801.5,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500152,2025-01-21,2025-03-22,6.0,66,,13874.7,,,,,,,,13874.7,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500169,2025-01-22,2025-03-23,5.0,65,,5292.0,,,,,,,,5292.0,,div_0556003793,party_0309653914,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500177,2025-02-02,2025-02-17,39.0,54,,530.25,,,,,,,,530.25,,div_0556003793,party_1677101084,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500178,2025-02-02,2025-02-17,39.0,54,,105.0,,,,,,,,105.0,,div_0556003793,party_1677101084,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500188,2025-01-23,2025-03-24,4.0,64,,13305.6,,,,,,,,13305.6,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500208,2025-01-27,2025-03-28,,60,,9198.0,,,,,,,,9198.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500209,2025-01-27,2025-03-28,,60,,13185.9,,,,,,,,13185.9,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500210,2025-01-27,2025-03-28,,60,,4200.0,,,,,,,,4200.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500211,2025-01-28,2025-03-29,-1.0,59,,19633.62,,,,,,,,19633.62,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500212,2025-01-28,2025-03-29,-1.0,59,,7418.91,,,,,,,,7418.91,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500213,2025-01-28,2025-03-29,-1.0,59,,750.75,,,,,,,,750.75,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500214,2025-01-28,2025-03-29,-1.0,59,,18249.0,,,,,,,,18249.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500215,2025-01-22,2025-03-23,5.0,65,,26611.2,,,,,,,,26611.2,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500216,2025-01-31,2025-04-01,-4.0,56,,4326.0,,,,,,,,4326.0,,div_0556003793,party_0309653914,div_2058489418
