original_party_name,party_code,doc_type,doc_no,doc_date,due_date,od_days,age_days,days_0_30,days_31_60,days_61_90,days_91_120,days_121_150,days_151_180,days_181_210,above_210,unallocated,balance,pdcamount,division,party_name,mask_division
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500217,2025-01-31,2025-04-01,-4.0,56,,3874.5,,,,,,,,3874.5,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500218,2025-01-31,2025-04-01,-4.0,56,,2419.2,,,,,,,,2419.2,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500219,2025-01-31,2025-04-01,-4.0,56,,2528.4,,,,,,,,2528.4,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500220,2025-01-31,2025-04-01,-4.0,56,,2260.44,,,,,,,,2260.44,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500221,2025-01-31,2025-04-01,-4.0,56,,16.07,,,,,,,,16.07,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500222,2025-01-31,2025-04-01,-4.0,56,,17402.52,,,,,,,,17402.52,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500223,2025-01-31,2025-04-01,-4.0,56,,5082.0,,,,,,,,5082.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500224,2025-01-31,2025-04-01,-4.0,56,,698.25,,,,,,,,698.25,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500226,2025-01-31,2025-04-01,-4.0,56,,3255.0,,,,,,,,3255.0,,div_0556003793,party_0309653914,div_2058489418
Best Choice Trading Llc(AP-B0025),AP-B0025,LPI20,2500230,2025-01-20,2025-05-20,-53.0,67,,4725.0,,,,,,,,4725.0,,div_0556003793,party_0546289141,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500231,2025-01-29,2025-03-30,-2.0,58,,7482.3,,,,,,,,7482.3,,div_0556003793,party_0309653914,div_2058489418
Bin Hammad Trading Enterprises(AP-B0040),AP-B0040,LPI20,2500232,2025-01-21,2025-01-21,66.0,66,,756.0,,,,,,,,756.0,,div_0556003793,party_2072472863,div_2058489418
Ocean Plastic Factory L.L.C(AP-O0006),AP-O0006,LPI20,2500233,2025-01-29,2025-01-29,58.0,58,,2703.75,,,,,,,,2703.75,,div_0556003793,party_1495820237,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500243,2025-02-03,2025-04-04,-7.0,53,,2152.5,,,,,,,,2152.5,,div_0556003793,party_1087986705,div_2058489418
Al Nahda International Chemicals Co. (L.L.C)(AP-A0260),AP-A0260,LPI20,2500248,2025-01-20,2025-05-20,-53.0,67,,1386.0,,,,,,,,1386.0,,div_0556003793,party_1010865889,div_2058489418
BMQ Technical Supplies Company - L.L.C(AP-B0041),AP-B0041,LPI20,2500253,2025-01-01,2025-05-01,-34.0,86,,,438.9,,,,,,,438.9,,div_0556003793,party_0081626157,div_2058489418
Al Nahda International Chemicals Co. (L.L.C)(AP-A0260),AP-A0260,LPI20,2500256,2025-01-06,2025-05-06,-39.0,81,,,2425.5,,,,,,,2425.5,,div_0556003793,party_1010865889,div_2058489418
Ocean Plastic Factory L.L.C(AP-O0006),AP-O0006,LPI20,2500257,2025-01-04,2025-01-04,83.0,83,,,2703.75,,,,,,,2703.75,,div_0556003793,party_1495820237,div_2058489418
C.M.S Manufacturing Co. L.L.C.(AP-C0002),AP-C0002,LPI20,2500260,2025-01-02,2025-05-02,-35.0,85,,,462.0,,,,,,,462.0,,div_0556003793,party_1580039092,div_2058489418
Best Choice Trading Llc(AP-B0025),AP-B0025,LPI20,2500261,2025-01-02,2025-05-02,-35.0,85,,,4725.0,,,,,,,4725.0,,div_0556003793,party_0546289141,div_2058489418
International Motor & Equipment Co. L.L.C.(AP-I0028),AP-I0028,LPI20,2500264,2025-01-09,2025-05-09,-42.0,78,,,945.0,,,,,,,945.0,,div_0556003793,party_1289435480,div_2058489418
Hydromax General Trading Llc(AP-H0062),AP-H0062,LPI20,2500265,2025-01-06,2025-01-06,81.0,81,,,919.8,,,,,,,919.8,,div_0556003793,party_0423632714,div_2058489418
Perfect Building Materials Trading(AP-P0015),AP-P0015,LPI20,2500266,2025-01-06,2025-01-06,81.0,81,,,945.0,,,,,,,945.0,,div_0556003793,party_0277512832,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500274,2025-01-31,2025-04-01,-4.0,56,,5890.5,,,,,,,,5890.5,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500275,2025-01-31,2025-04-01,-4.0,56,,1690.5,,,,,,,,1690.5,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500285,2025-01-13,2025-03-14,14.0,74,,,4299.84,,,,,,,4299.84,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500286,2025-01-13,2025-03-14,14.0,74,,,3822.08,,,,,,,3822.08,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500287,2025-01-13,2025-03-14,14.0,74,,,2388.8,,,,,,,2388.8,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500288,2025-01-13,2025-03-14,14.0,74,,,3822.08,,,,,,,3822.08,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500289,2025-01-13,2025-03-14,14.0,74,,,7166.41,,,,,,,7166.41,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500292,2025-01-22,2025-03-23,5.0,65,,201.71,,,,,,,,201.71,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500293,2025-01-29,2025-03-30,-2.0,58,,14091.0,,,,,,,,14091.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500294,2025-01-31,2025-04-01,-4.0,56,,825.83,,,,,,,,825.83,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500298,2025-01-30,2025-03-31,-3.0,57,,5040.0,,,,,,,,5040.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500299,2025-01-30,2025-03-31,-3.0,57,,3150.0,,,,,,,,3150.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500300,2025-01-31,2025-04-01,-4.0,56,,253209.6,,,,,,,,253209.6,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500303,2025-01-15,2025-03-16,12.0,72,,,9092.27,,,,,,,9092.27,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500306,2025-01-09,2025-03-10,18.0,78,,,2388.8,,,,,,,2388.8,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500307,2025-01-25,2025-03-26,2.0,62,,4486.6,,,,,,,,4486.6,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500308,2025-01-29,2025-03-30,-2.0,58,,39916.8,,,,,,,,39916.8,,div_0556003793,party_0309653914,div_2058489418
BMQ Technical Supplies Company - L.L.C(AP-B0041),AP-B0041,LPI20,2500310,2025-01-02,2025-05-02,-35.0,85,,,65.1,,,,,,,65.1,,div_0556003793,party_0081626157,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500312,2025-02-08,2025-02-23,33.0,48,,2133.6,,,,,,,,2133.6,,div_0556003793,party_1677101084,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500313,2025-02-15,2025-03-02,26.0,41,,198.45,,,,,,,,198.45,,div_0556003793,party_1677101084,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500314,2025-02-13,2025-02-28,28.0,43,,144.9,,,,,,,,144.9,,div_0556003793,party_1677101084,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500315,2025-02-12,2025-02-27,29.0,44,,235.2,,,,,,,,235.2,,div_0556003793,party_1677101084,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500316,2025-02-12,2025-02-27,29.0,44,,1391.25,,,,,,,,1391.25,,div_0556003793,party_1677101084,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500317,2025-02-11,2025-02-26,30.0,45,,210.21,,,,,,,,210.21,,div_0556003793,party_1677101084,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500318,2025-02-18,2025-03-05,23.0,38,,105.0,,,,,,,,105.0,,div_0556003793,party_1677101084,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500319,2025-02-18,2025-03-05,23.0,38,,105.0,,,,,,,,105.0,,div_0556003793,party_1677101084,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500320,2025-02-05,2025-02-20,36.0,51,,369.6,,,,,,,,369.6,,div_0556003793,party_1677101084,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500321,2025-02-01,2025-02-16,40.0,55,,6144.6,,,,,,,,6144.6,,div_0556003793,party_1677101084,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500322,2025-02-09,2025-02-24,32.0,47,,121.8,,,,,,,,121.8,,div_0556003793,party_1677101084,div_2058489418
Asia Paint Exhibition Building Material L.L.C.(AP-A0438),AP-A0438,LPI20,2500323,2025-02-06,2025-02-21,35.0,50,,787.5,,,,,,,,787.5,,div_0556003793,party_1677101084,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500327,2025-02-25,2025-04-26,-29.0,31,19886.11,,,,,,,,,19886.11,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500328,2025-02-25,2025-04-26,-29.0,31,3849.2,,,,,,,,,3849.2,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500329,2025-02-25,2025-04-26,-29.0,31,7371.0,,,,,,,,,7371.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500331,2025-01-30,2025-03-31,-3.0,57,,5040.0,,,,,,,,5040.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500332,2025-02-21,2025-04-22,-25.0,35,6232.8,,,,,,,,,6232.8,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500333,2025-02-21,2025-04-22,-25.0,35,11529.0,,,,,,,,,11529.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500334,2025-02-21,2025-04-22,-25.0,35,10258.84,,,,,,,,,10258.84,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500335,2025-02-21,2025-04-22,-25.0,35,1917.88,,,,,,,,,1917.88,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500336,2025-02-21,2025-04-22,-25.0,35,4082.4,,,,,,,,,4082.4,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500337,2025-02-19,2025-04-20,-23.0,37,13579.66,,,,,,,,,13579.66,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500338,2025-02-19,2025-04-20,-23.0,37,23853.65,,,,,,,,,23853.65,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500339,2025-02-20,2025-04-21,-24.0,36,2806.65,,,,,,,,,2806.65,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500340,2025-02-20,2025-04-21,-24.0,36,6608.39,,,,,,,,,6608.39,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500341,2025-02-20,2025-04-21,-24.0,36,29006.83,,,,,,,,,29006.83,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500342,2025-02-18,2025-04-19,-22.0,38,,3439.8,,,,,,,,3439.8,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500343,2025-02-18,2025-04-19,-22.0,38,,13819.05,,,,,,,,13819.05,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500346,2025-02-18,2025-04-19,-22.0,38,,187.69,,,,,,,,187.69,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500347,2025-02-18,2025-04-19,-22.0,38,,1381.8,,,,,,,,1381.8,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500348,2025-02-19,2025-04-20,-23.0,37,55388.34,,,,,,,,,55388.34,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500349,2025-02-19,2025-04-20,-23.0,37,3233.48,,,,,,,,,3233.48,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500351,2025-02-17,2025-04-18,-21.0,39,,12600.0,,,,,,,,12600.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500352,2025-02-17,2025-04-18,-21.0,39,,66366.3,,,,,,,,66366.3,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500354,2025-02-26,2025-04-27,-30.0,30,24772.23,,,,,,,,,24772.23,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500355,2025-02-25,2025-04-26,-29.0,31,5748.75,,,,,,,,,5748.75,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500356,2025-02-26,2025-04-27,-30.0,30,3572.1,,,,,,,,,3572.1,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500357,2025-02-26,2025-04-27,-30.0,30,8610.0,,,,,,,,,8610.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500358,2025-02-26,2025-04-27,-30.0,30,1302.0,,,,,,,,,1302.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500359,2025-02-25,2025-04-26,-29.0,31,2772.0,,,,,,,,,2772.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500360,2025-02-26,2025-04-27,-30.0,30,2528.4,,,,,,,,,2528.4,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500361,2025-02-26,2025-04-27,-30.0,30,2520.0,,,,,,,,,2520.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500362,2025-02-22,2025-04-23,-26.0,34,3402.0,,,,,,,,,3402.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500363,2025-02-22,2025-04-23,-26.0,34,6363.0,,,,,,,,,6363.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500364,2025-02-18,2025-04-19,-22.0,38,,7630.88,,,,,,,,7630.88,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500365,2025-02-18,2025-04-19,-22.0,38,,5636.4,,,,,,,,5636.4,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500366,2025-02-18,2025-04-19,-22.0,38,,4680.9,,,,,,,,4680.9,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500367,2025-02-26,2025-04-27,-30.0,30,9744.0,,,,,,,,,9744.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500368,2025-02-20,2025-04-21,-24.0,36,2100.0,,,,,,,,,2100.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500369,2025-02-21,2025-04-22,-25.0,35,1848.0,,,,,,,,,1848.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500370,2025-02-19,2025-04-20,-23.0,37,2310.0,,,,,,,,,2310.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500371,2025-02-19,2025-04-20,-23.0,37,2625.0,,,,,,,,,2625.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500372,2025-02-19,2025-04-20,-23.0,37,3150.0,,,,,,,,,3150.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500373,2025-02-22,2025-04-23,-26.0,34,4504.5,,,,,,,,,4504.5,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500374,2025-02-22,2025-04-23,-26.0,34,5653.2,,,,,,,,,5653.2,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500375,2025-02-22,2025-04-23,-26.0,34,22026.9,,,,,,,,,22026.9,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500376,2025-02-12,2025-04-13,-16.0,44,,15687.0,,,,,,,,15687.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500377,2025-02-20,2025-04-21,-24.0,36,1932.0,,,,,,,,,1932.0,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500378,2025-02-20,2025-04-21,-24.0,36,352.8,,,,,,,,,352.8,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500379,2025-02-18,2025-04-19,-22.0,38,,2152.5,,,,,,,,2152.5,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500380,2025-02-18,2025-04-19,-22.0,38,,2108.4,,,,,,,,2108.4,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500381,2025-02-18,2025-04-19,-22.0,38,,10953.6,,,,,,,,10953.6,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi L.L.C.(AP-J0016),AP-J0016,LPI20,2500382,2025-02-18,2025-04-19,-22.0,38,,11749.5,,,,,,,,11749.5,,div_0556003793,party_0309653914,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500383,2025-02-13,2025-04-14,-17.0,43,,8127.01,,,,,,,,8127.01,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500384,2025-02-17,2025-04-18,-21.0,39,,267.75,,,,,,,,267.75,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500385,2025-02-14,2025-04-15,-18.0,42,,9440.55,,,,,,,,9440.55,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500386,2025-02-14,2025-04-15,-18.0,42,,5880.0,,,,,,,,5880.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500387,2025-02-13,2025-04-14,-17.0,43,,2073.76,,,,,,,,2073.76,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500388,2025-02-17,2025-04-18,-21.0,39,,4200.0,,,,,,,,4200.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500389,2025-02-17,2025-04-18,-21.0,39,,16537.5,,,,,,,,16537.5,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500390,2025-02-17,2025-04-18,-21.0,39,,30069.38,,,,,,,,30069.38,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500391,2025-02-14,2025-04-15,-18.0,42,,13119.5,,,,,,,,13119.5,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500392,2025-02-14,2025-04-15,-18.0,42,,2598.54,,,,,,,,2598.54,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500393,2025-02-14,2025-04-15,-18.0,42,,2073.75,,,,,,,,2073.75,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500394,2025-02-14,2025-04-15,-18.0,42,,15120.0,,,,,,,,15120.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500395,2025-02-14,2025-04-15,-18.0,42,,4599.0,,,,,,,,4599.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500396,2025-02-15,2025-04-16,-19.0,41,,11781.0,,,,,,,,11781.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500397,2025-02-15,2025-04-16,-19.0,41,,13846.14,,,,,,,,13846.14,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500398,2025-02-14,2025-04-15,-18.0,42,,39358.51,,,,,,,,39358.51,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500399,2025-02-10,2025-04-11,-14.0,46,,13119.5,,,,,,,,13119.5,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500400,2025-02-12,2025-04-13,-16.0,44,,7087.5,,,,,,,,7087.5,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500401,2025-02-12,2025-04-13,-16.0,44,,2772.0,,,,,,,,2772.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500402,2025-02-06,2025-04-07,-10.0,50,,18573.47,,,,,,,,18573.47,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500403,2025-02-10,2025-04-11,-14.0,46,,1776.6,,,,,,,,1776.6,,div_0556003793,party_1087986705,div_2058489418
