party_code,doc_type,original_party_name,doc_no,salesman_master,original_salesman,doc_date,due_date,od_days,age_days,days_0_30,days_31_60,days_61_90,days_91_120,days_121_150,days_151_180,days_181_210,days_above_210,unallocated,balance,original_division,party_name,division,salesman
AR-A0009,JV20,ABDULLA HASSAN TRADING(AR-A0009),Opb:OPB-8827,SAFEER,,2020-01-07,2020-04-06,1809.0,1899.0,,,,,,,,535.5,,-535.5,MCJ,party_1106399338,div_0556003793,man_0110721370
AR-A0009,JV10,ABDULLA HASSAN TRADING(AR-A0009),Opb:OPB-8814,SAFEER,,2018-05-12,2018-08-10,2414.0,2504.0,,,,,,,,577.5,,-577.5,HO+A1:U20,party_1106399338,div_1721846076,man_0110721370
AR-A0009,JV10,ABDULLA HASSAN TRADING(AR-A0009),Opb:OPB-8815,SAFEER,,2018-08-09,2018-11-07,2325.0,2415.0,,,,,,,,603.75,,-603.75,HO,party_1106399338,div_2006915470,man_0110721370
AR-A0011,SI30,ABU ABDELREHMAN ELECT. & SANIT. MATERIAL TRDG.(AR-A0011),2500331,ZAMEER ,ZAMEER ,2025-02-11,2025-06-11,-83.0,37.0,,13335.0,,,,,,,,-13335.0,Sharjah,party_1131571815,div_1742449716,man_1964161347
AR-A0011,SI30,ABU ABDELREHMAN ELECT. & SANIT. MATERIAL TRDG.(AR-A0011),3293,ZAMEER ,ZAMEER ,2024-12-11,2025-04-10,-21.0,99.0,,,,892.5,,,,,,-892.5,Sharjah,party_1131571815,div_1742449716,man_1964161347
AR-A0011,SI30,ABU ABDELREHMAN ELECT. & SANIT. MATERIAL TRDG.(AR-A0011),3139,ZAMEER ,ZAMEER ,2024-11-18,2025-03-18,2.0,122.0,,,,,2268.0,,,,,-2268.0,Sharjah,party_1131571815,div_1742449716,man_1964161347
AR-A0011,SI30,ABU ABDELREHMAN ELECT. & SANIT. MATERIAL TRDG.(AR-A0011),3135,ZAMEER ,ZAMEER ,2024-11-18,2025-03-18,2.0,122.0,,,,,945.0,,,,,-945.0,Sharjah,party_1131571815,div_1742449716,man_1964161347
AR-A0050,JV10,AL ADA AL MOMAYAZ GENERAL CONTRACTING LLC(AR-A0050),Opb:OPB-25493,SAFEER,,2018-10-31,2018-10-31,2332.0,2332.0,,,,,,,,1353.45,,-1353.45,HO,party_0342445938,div_2006915470,man_0110721370
AR-A0011,SI30,ABU ABDELREHMAN ELECT. & SANIT. MATERIAL TRDG.(AR-A0011),2500438,ZAMEER ,ZAMEER ,2025-02-26,2025-06-26,-98.0,22.0,446.25,,,,,,,,,-446.25,Sharjah,party_1131571815,div_1742449716,man_1964161347
AR-A0011,SI30,ABU ABDELREHMAN ELECT. & SANIT. MATERIAL TRDG.(AR-A0011),2954,ZAMEER ,ZAMEER ,2024-10-24,2025-02-21,27.0,147.0,,,,,551.25,,,,,-551.25,Sharjah,party_1131571815,div_1742449716,man_1964161347
AR-A0011,SI30,ABU ABDELREHMAN ELECT. & SANIT. MATERIAL TRDG.(AR-A0011),2500538,ZAMEER ,ZAMEER ,2025-03-08,2025-07-06,-108.0,12.0,1953.0,,,,,,,,,-1953.0,Sharjah,party_1131571815,div_1742449716,man_1964161347
AR-A0011,SI30,ABU ABDELREHMAN ELECT. & SANIT. MATERIAL TRDG.(AR-A0011),2835,ZAMEER ,ZAMEER ,2024-10-08,2025-02-05,43.0,163.0,,,,,,2152.5,,,,-2152.5,Sharjah,party_1131571815,div_1742449716,man_1964161347
AR-A0011,SI30,ABU ABDELREHMAN ELECT. & SANIT. MATERIAL TRDG.(AR-A0011),3117,ZAMEER ,ZAMEER ,2024-11-15,2025-03-15,5.0,125.0,,,,,976.5,,,,,-976.5,Sharjah,party_1131571815,div_1742449716,man_1964161347
AR-A0011,SI30,ABU ABDELREHMAN ELECT. & SANIT. MATERIAL TRDG.(AR-A0011),2500384,ZAMEER ,ZAMEER ,2025-02-19,2025-06-19,-91.0,29.0,446.25,,,,,,,,,-446.25,Sharjah,party_1131571815,div_1742449716,man_1964161347
AR-A0011,SI30,ABU ABDELREHMAN ELECT. & SANIT. MATERIAL TRDG.(AR-A0011),2889,ZAMEER ,ZAMEER ,2024-10-16,2025-02-13,35.0,155.0,,,,,,1732.5,,,,-1732.5,Sharjah,party_1131571815,div_1742449716,man_1964161347
AR-A0011,SI30,ABU ABDELREHMAN ELECT. & SANIT. MATERIAL TRDG.(AR-A0011),2500522,ZAMEER ,ZAMEER ,2025-03-07,2025-07-05,-107.0,13.0,1354.5,,,,,,,,,-1354.5,Sharjah,party_1131571815,div_1742449716,man_1964161347
AR-A0011,SI30,ABU ABDELREHMAN ELECT. & SANIT. MATERIAL TRDG.(AR-A0011),3266,ZAMEER ,ZAMEER ,2024-12-09,2025-04-08,-19.0,101.0,,,,1443.75,,,,,,-1443.75,Sharjah,party_1131571815,div_1742449716,man_1964161347
AR-A0015,OSI10,ABU DHABI GOLF CLUB(AR-A0015),2500143,NEVIN K,NEVIN K,2025-03-19,2025-06-17,-89.0,1.0,481.95,,,,,,,,,-481.95,HO,party_0651926396,div_2006915470,man_0832785071
AR-A0015,OSI10,ABU DHABI GOLF CLUB(AR-A0015),2500083,NEVIN K,NEVIN K,2025-02-20,2025-05-21,-62.0,28.0,409.5,,,,,,,,,-409.5,HO,party_0651926396,div_2006915470,man_0832785071
AR-A0016,SI40,ABU DHABI HARDWARE CO.W.L.L(AR-A0016),2163,ABDUL SATHAR,ABDUL SATHAR,2024-12-12,2025-04-11,-22.0,98.0,,,,682.5,,,,,,-682.5,Branch 2,party_0460767387,div_0097926054,man_0427457728
AR-A0019,OFSI10,ABU DHABI PORTS COMPANY(AR-A0019),2500015,FAROOK,FAROOK,2025-02-22,2025-03-24,-4.0,26.0,6720.0,,,,,,,,,-6720.0,HO,party_1146195561,div_2006915470,man_1091962667
AR-A0019,OFSI10,ABU DHABI PORTS COMPANY(AR-A0019),1132,FAROOK,FAROOK,2024-12-27,2025-02-25,23.0,83.0,,,28801.5,,,,,,,-28801.5,HO,party_1146195561,div_2006915470,man_1091962667
AR-A0019,OFSI10,ABU DHABI PORTS COMPANY(AR-A0019),1139,FAROOK,FAROOK,2025-01-25,2025-02-24,24.0,54.0,,19099.5,,,,,,,,-19099.5,HO,party_1146195561,div_2006915470,man_1091962667
AR-A0019,OFSI10,ABU DHABI PORTS COMPANY(AR-A0019),2500016,FAROOK,FAROOK,2025-02-28,2025-03-30,-10.0,20.0,110853.86,,,,,,,,,-110853.86,HO,party_1146195561,div_2006915470,man_1091962667
AR-A0019,OFSI10,ABU DHABI PORTS COMPANY(AR-A0019),2500017,FAROOK,FAROOK,2025-02-28,2025-03-30,-10.0,20.0,13950.83,,,,,,,,,-13950.83,HO,party_1146195561,div_2006915470,man_1091962667
AR-A0019,OFSI10,ABU DHABI PORTS COMPANY(AR-A0019),2500018,FAROOK,FAROOK,2025-02-28,2025-03-30,-10.0,20.0,3840.39,,,,,,,,,-3840.39,HO,party_1146195561,div_2006915470,man_1091962667
AR-A0019,OFSI10,ABU DHABI PORTS COMPANY(AR-A0019),2500031,FAROOK,FAROOK,2025-03-07,2025-04-06,-17.0,13.0,4337.03,,,,,,,,,-4337.03,HO,party_1146195561,div_2006915470,man_1091962667
AR-A0019,OFSI10,ABU DHABI PORTS COMPANY(AR-A0019),2500026,FAROOK,FAROOK,2025-03-08,2025-04-07,-18.0,12.0,89270.48,,,,,,,,,-89270.48,HO,party_1146195561,div_2006915470,man_1091962667
AR-A0020,OFSI10,ABU DHABI TERMINALS(AR-A0020),2500023,FAROOK,FAROOK,2025-03-08,2025-04-22,-33.0,12.0,785.4,,,,,,,,,-785.4,HO,party_0896442945,div_2006915470,man_1091962667
AR-A0020,OFSI10,ABU DHABI TERMINALS(AR-A0020),2500024,FAROOK,FAROOK,2025-03-08,2025-04-22,-33.0,12.0,304.5,,,,,,,,,-304.5,HO,party_0896442945,div_2006915470,man_1091962667
AR-A0020,OFSI10,ABU DHABI TERMINALS(AR-A0020),2500025,FAROOK,FAROOK,2025-03-08,2025-04-22,-33.0,12.0,849.45,,,,,,,,,-849.45,HO,party_0896442945,div_2006915470,man_1091962667
AR-A0020,OFSI10,ABU DHABI TERMINALS(AR-A0020),1140,FAROOK,FAROOK,2025-01-27,2025-03-13,7.0,52.0,,744.45,,,,,,,,-744.45,HO,party_0896442945,div_2006915470,man_1091962667
AR-A0020,OFSI10,ABU DHABI TERMINALS(AR-A0020),2500005,FAROOK,FAROOK,2025-01-27,2025-03-13,7.0,52.0,,1033.2,,,,,,,,-1033.2,HO,party_0896442945,div_2006915470,man_1091962667
AR-A0020,OFSI10,ABU DHABI TERMINALS(AR-A0020),2500006,FAROOK,FAROOK,2025-01-27,2025-03-13,7.0,52.0,,37.8,,,,,,,,-37.8,HO,party_0896442945,div_2006915470,man_1091962667
AR-A0026,JV10,ACTION BUILDERS CONSTRUCTION L.L.C(AR-A0026),Opb:OPB-8959,SAFEER,,2018-01-01,2018-01-01,2635.0,2635.0,,,,,,,,41006.9,,-41006.9,HO,party_0396879770,div_2006915470,man_0110721370
AR-A0028,SI30,ADEX INTERNATIONAL LLC(AR-A0028),2500612,ZAMEER ,ZAMEER ,2025-03-18,2025-06-16,-88.0,2.0,4095.0,,,,,,,,,-4095.0,Sharjah,party_0374338505,div_1742449716,man_1964161347
AR-A0029,OFSI10,ADNOC DRILLING(AR-A0029),2500033,FAROOK,FAROOK,2025-03-13,2025-05-12,-53.0,7.0,36930.6,,,,,,,,,-36930.6,HO,party_0653570551,div_2006915470,man_1091962667
AR-A0029,OFSI10,ADNOC DRILLING(AR-A0029),2500020,FAROOK,FAROOK,2025-03-05,2025-05-04,-45.0,15.0,19274.85,,,,,,,,,-19274.85,HO,party_0653570551,div_2006915470,man_1091962667
AR-A0029,OFSI10,ADNOC DRILLING(AR-A0029),2500021,FAROOK,FAROOK,2025-03-05,2025-05-04,-45.0,15.0,52.5,,,,,,,,,-52.5,HO,party_0653570551,div_2006915470,man_1091962667
AR-A0029,OFSI10,ADNOC DRILLING(AR-A0029),2500022,FAROOK,FAROOK,2025-03-05,2025-05-04,-45.0,15.0,3247.65,,,,,,,,,-3247.65,HO,party_0653570551,div_2006915470,man_1091962667
AR-A0029,OFSI10,ADNOC DRILLING(AR-A0029),2500032,FAROOK,FAROOK,2025-03-13,2025-05-12,-53.0,7.0,37272.9,,,,,,,,,-37272.9,HO,party_0653570551,div_2006915470,man_1091962667
AR-A0030,RV10,ADNOC GAS OPERATIONS AND MARKETING - L.L.C(AR-A0030),1882,FAROOK,,2024-07-01,2024-07-05,258.0,262.0,,,,,,,,,2.84,2.84,HO,party_2125255582,div_2006915470,man_0110721370
AR-A0034,JV10,ADNOC ONSHORE(AR-A0034),Opb:OPB-21899,FAROOK,,2018-07-01,2018-08-30,2394.0,2454.0,,,,,,,,3516.37,,-3516.37,HO,party_1553670439,div_2006915470,man_0110721370
AR-A0034,JV10,ADNOC ONSHORE(AR-A0034),Opb:OPB-21904,FAROOK,,2018-10-31,2018-12-30,2272.0,2332.0,,,,,,,,9560.25,,-9560.25,HO,party_1553670439,div_2006915470,man_0110721370
AR-A0034,JV10,ADNOC ONSHORE(AR-A0034),Opb:OPB-21906,FAROOK,,2018-10-31,2018-12-30,2272.0,2332.0,,,,,,,,17482.5,,-17482.5,HO,party_1553670439,div_2006915470,man_0110721370
AR-A0034,JV10,ADNOC ONSHORE(AR-A0034),Opb:OPB-21907,FAROOK,,2018-10-31,2018-12-30,2272.0,2332.0,,,,,,,,21857.85,,-21857.85,HO,party_1553670439,div_2006915470,man_0110721370
AR-A0034,JV10,ADNOC ONSHORE(AR-A0034),Opb:OPB-21908,FAROOK,,2018-11-14,2019-01-13,2258.0,2318.0,,,,,,,,1260.0,,-1260.0,HO,party_1553670439,div_2006915470,man_0110721370
AR-A0034,JV10,ADNOC ONSHORE(AR-A0034),Opb:OPB-21909,FAROOK,,2018-11-24,2019-01-23,2248.0,2308.0,,,,,,,,5884.2,,-5884.2,HO,party_1553670439,div_2006915470,man_0110721370
AR-A0034,JV10,ADNOC ONSHORE(AR-A0034),Opb:OPB-21910,FAROOK,,2018-11-25,2019-01-24,2247.0,2307.0,,,,,,,,1559.25,,-1559.25,HO,party_1553670439,div_2006915470,man_0110721370
AR-A0038,SI10,ADYARD ABU DHABI LLC(AR-A0038),Sal:CRHO22-00416,SAFEER,,2022-09-01,2022-11-30,841.0,931.0,,,,,,,,5113.5,,-5113.5,HO,party_0013030184,div_2006915470,man_0110721370
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2164,ABDUL SATHAR,ABDUL SATHAR,2024-12-11,2025-03-11,9.0,99.0,,,,945.0,,,,,,-945.0,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2500146,ABDUL SATHAR,ABDUL SATHAR,2025-02-11,2025-05-12,-53.0,37.0,,294.0,,,,,,,,-294.0,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2500185,ABDUL SATHAR,ABDUL SATHAR,2025-02-13,2025-05-14,-55.0,35.0,,147.0,,,,,,,,-147.0,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2500261,ABDUL SATHAR,ABDUL SATHAR,2025-02-25,2025-05-26,-67.0,23.0,1995.0,,,,,,,,,-1995.0,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2500292,ABDUL SATHAR,ABDUL SATHAR,2025-03-05,2025-06-03,-75.0,15.0,441.0,,,,,,,,,-441.0,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2088,ABDUL SATHAR,ABDUL SATHAR,2024-11-30,2025-02-28,20.0,110.0,,,,409.5,,,,,,-409.5,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2090,ABDUL SATHAR,ABDUL SATHAR,2024-11-30,2025-02-28,20.0,110.0,,,,463.05,,,,,,-463.05,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2500234,ABDUL SATHAR,ABDUL SATHAR,2025-02-03,2025-05-04,-45.0,45.0,,718.2,,,,,,,,-718.2,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2500238,ABDUL SATHAR,ABDUL SATHAR,2025-02-13,2025-05-14,-55.0,35.0,,178.5,,,,,,,,-178.5,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),1987,ABDUL SATHAR,ABDUL SATHAR,2024-11-23,2025-02-21,27.0,117.0,,,,367.5,,,,,,-367.5,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2225,ABDUL SATHAR,ABDUL SATHAR,2024-12-30,2025-03-30,-10.0,80.0,,,472.5,,,,,,,-472.5,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2500050,ABDUL SATHAR,ABDUL SATHAR,2025-01-18,2025-04-18,-29.0,61.0,,,214.2,,,,,,,-214.2,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2001,ABDUL SATHAR,ABDUL SATHAR,2024-11-23,2025-02-21,27.0,117.0,,,,304.5,,,,,,-304.5,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2119,ABDUL SATHAR,ABDUL SATHAR,2024-12-17,2025-03-17,3.0,93.0,,,,126.0,,,,,,-126.0,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2169,ABDUL SATHAR,ABDUL SATHAR,2024-12-09,2025-03-09,11.0,101.0,,,,252.0,,,,,,-252.0,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2200,ABDUL SATHAR,ABDUL SATHAR,2024-12-26,2025-03-26,-6.0,84.0,,,2173.5,,,,,,,-2173.5,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2201,ABDUL SATHAR,ABDUL SATHAR,2024-12-26,2025-03-26,-6.0,84.0,,,609.0,,,,,,,-609.0,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2020,ABDUL SATHAR,ABDUL SATHAR,2024-11-23,2025-02-21,27.0,117.0,,,,396.9,,,,,,-396.9,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2500333,ABDUL SATHAR,ABDUL SATHAR,2025-03-18,2025-06-16,-88.0,2.0,220.5,,,,,,,,,-220.5,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2005,ABDUL SATHAR,ABDUL SATHAR,2024-11-23,2025-02-21,27.0,117.0,,,,393.75,,,,,,-393.75,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2135,ABDUL SATHAR,ABDUL SATHAR,2024-12-18,2025-03-18,2.0,92.0,,,,862.05,,,,,,-862.05,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2500070,ABDUL SATHAR,ABDUL SATHAR,2025-01-24,2025-04-24,-35.0,55.0,,882.0,,,,,,,,-882.0,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2500080,ABDUL SATHAR,ABDUL SATHAR,2025-01-24,2025-04-24,-35.0,55.0,,2362.5,,,,,,,,-2362.5,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2105,ABDUL SATHAR,ABDUL SATHAR,2024-12-23,2025-03-23,-3.0,87.0,,,2871.75,,,,,,,-2871.75,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0039,SI40,AFREEN BUILDING MATERIALS TRADING CO. LLC(AR-A0039),2500016,ABDUL SATHAR,ABDUL SATHAR,2025-01-17,2025-04-17,-28.0,62.0,,,1337.7,,,,,,,-1337.7,Branch 2,party_0657341587,div_0097926054,man_0427457728
AR-A0042,CRM20,AG FACILITIES SOLUTIONS FOR CONTRACTING AND GENERAL MAINTEN(AR-A0042),PDR1068,SAFEER,,2024-02-07,2024-01-24,421.0,407.0,,,,,,,,,1331.4,1331.4,MCJ,party_1689993542,div_0556003793,man_0110721370
AR-A0044,SI30,AHLI POOLS GARDENS LANDSCAPING(AR-A0044),2500106,ZAMEER ,ZAMEER ,2025-01-13,2025-05-13,-54.0,66.0,,,3780.0,,,,,,,-3780.0,Sharjah,party_0805057913,div_1742449716,man_1964161347
AR-A0044,SI30,AHLI POOLS GARDENS LANDSCAPING(AR-A0044),2500565,ZAMEER ,ZAMEER ,2025-03-12,2025-07-10,-112.0,8.0,3780.0,,,,,,,,,-3780.0,Sharjah,party_0805057913,div_1742449716,man_1964161347
AR-A0047,JV10,AJAD FACILITIES MANAGEMENT(AR-A0047),Opb:OPB-27905,SAFEER,,2019-12-31,2019-12-31,1906.0,1906.0,,,,,,,,165.9,,-165.9,HO,party_0375842457,div_2006915470,man_0110721370
AR-A0047,JV10,AJAD FACILITIES MANAGEMENT(AR-A0047),Opb:OPB-27906,SAFEER,,2019-12-31,2019-12-31,1906.0,1906.0,,,,,,,,375.9,,-375.9,HO,party_0375842457,div_2006915470,man_0110721370
AR-A0047,JV10,AJAD FACILITIES MANAGEMENT(AR-A0047),Opb:OPB-27907,SAFEER,,2019-12-31,2019-12-31,1906.0,1906.0,,,,,,,,638.93,,-638.93,HO,party_0375842457,div_2006915470,man_0110721370
AR-A0047,JV10,AJAD FACILITIES MANAGEMENT(AR-A0047),Opb:OPB-27908,SAFEER,,2020-01-06,2020-01-06,1900.0,1900.0,,,,,,,,867.3,,-867.3,HO,party_0375842457,div_2006915470,man_0110721370
AR-A0047,JV10,AJAD FACILITIES MANAGEMENT(AR-A0047),Opb:OPB-27909,SAFEER,,2020-01-06,2020-01-06,1900.0,1900.0,,,,,,,,404.25,,-404.25,HO,party_0375842457,div_2006915470,man_0110721370
AR-A0047,JV10,AJAD FACILITIES MANAGEMENT(AR-A0047),Opb:OPB-27898,SAFEER,,2019-12-16,2019-12-16,1921.0,1921.0,,,,,,,,404.25,,-404.25,HO,party_0375842457,div_2006915470,man_0110721370
AR-A0047,JV10,AJAD FACILITIES MANAGEMENT(AR-A0047),Opb:OPB-27899,SAFEER,,2019-12-24,2019-12-24,1913.0,1913.0,,,,,,,,641.03,,-641.03,HO,party_0375842457,div_2006915470,man_0110721370
AR-A0047,JV10,AJAD FACILITIES MANAGEMENT(AR-A0047),Opb:OPB-27900,SAFEER,,2019-12-24,2019-12-24,1913.0,1913.0,,,,,,,,1240.95,,-1240.95,HO,party_0375842457,div_2006915470,man_0110721370
AR-A0047,JV10,AJAD FACILITIES MANAGEMENT(AR-A0047),Opb:OPB-27901,SAFEER,,2019-12-24,2019-12-24,1913.0,1913.0,,,,,,,,870.71,,-870.71,HO,party_0375842457,div_2006915470,man_0110721370
AR-A0047,JV10,AJAD FACILITIES MANAGEMENT(AR-A0047),Opb:OPB-27902,SAFEER,,2019-12-24,2019-12-24,1913.0,1913.0,,,,,,,,404.25,,-404.25,HO,party_0375842457,div_2006915470,man_0110721370
AR-A0047,JV10,AJAD FACILITIES MANAGEMENT(AR-A0047),Opb:OPB-27903,SAFEER,,2019-12-24,2019-12-24,1913.0,1913.0,,,,,,,,312.91,,-312.91,HO,party_0375842457,div_2006915470,man_0110721370
AR-A0047,JV10,AJAD FACILITIES MANAGEMENT(AR-A0047),Opb:OPB-27904,SAFEER,,2019-12-25,2019-12-25,1912.0,1912.0,,,,,,,,4479.57,,-4479.57,HO,party_0375842457,div_2006915470,man_0110721370
AR-A0050,JV10,AL ADA AL MOMAYAZ GENERAL CONTRACTING LLC(AR-A0050),Opb:OPB-25490,SAFEER,,2018-09-20,2018-09-20,2373.0,2373.0,,,,,,,,564.37,,-564.37,HO,party_0342445938,div_2006915470,man_0110721370
AR-A0050,JV10,AL ADA AL MOMAYAZ GENERAL CONTRACTING LLC(AR-A0050),Opb:OPB-25491,SAFEER,,2018-10-13,2018-10-13,2350.0,2350.0,,,,,,,,608.49,,-608.49,HO,party_0342445938,div_2006915470,man_0110721370
AR-A0050,JV10,AL ADA AL MOMAYAZ GENERAL CONTRACTING LLC(AR-A0050),Opb:OPB-25492,SAFEER,,2018-10-31,2018-10-31,2332.0,2332.0,,,,,,,,1638.84,,-1638.84,HO,party_0342445938,div_2006915470,man_0110721370
AR-A0050,JV10,AL ADA AL MOMAYAZ GENERAL CONTRACTING LLC(AR-A0050),Opb:OPB-25494,SAFEER,,2018-10-31,2018-10-31,2332.0,2332.0,,,,,,,,991.2,,-991.2,HO,party_0342445938,div_2006915470,man_0110721370
AR-A0050,JV10,AL ADA AL MOMAYAZ GENERAL CONTRACTING LLC(AR-A0050),Opb:OPB-25495,SAFEER,,2018-10-31,2018-10-31,2332.0,2332.0,,,,,,,,5638.5,,-5638.5,HO,party_0342445938,div_2006915470,man_0110721370
AR-A0050,JV10,AL ADA AL MOMAYAZ GENERAL CONTRACTING LLC(AR-A0050),Opb:OPB-25496,SAFEER,,2018-10-31,2018-10-31,2332.0,2332.0,,,,,,,,439.43,,-439.43,HO,party_0342445938,div_2006915470,man_0110721370
AR-A0050,JV10,AL ADA AL MOMAYAZ GENERAL CONTRACTING LLC(AR-A0050),Opb:OPB-25497,SAFEER,,2018-10-31,2018-10-31,2332.0,2332.0,,,,,,,,4582.2,,-4582.2,HO,party_0342445938,div_2006915470,man_0110721370
AR-A0051,SI30,AL AFIF BUILDING MATERIAL TRD. L.L.C.(AR-A0051),2500061,ZAMEER ,ZAMEER ,2025-01-06,2025-04-06,-17.0,73.0,,,2352.0,,,,,,,-2352.0,Sharjah,party_1000820673,div_1742449716,man_1964161347
AR-A0051,SI30,AL AFIF BUILDING MATERIAL TRD. L.L.C.(AR-A0051),2500456,ZAMEER ,ZAMEER ,2025-03-01,2025-05-30,-71.0,19.0,1732.5,,,,,,,,,-1732.5,Sharjah,party_1000820673,div_1742449716,man_1964161347
AR-A0051,SI30,AL AFIF BUILDING MATERIAL TRD. L.L.C.(AR-A0051),3320,ZAMEER ,ZAMEER ,2024-12-13,2025-03-13,7.0,97.0,,,,1239.0,,,,,,-1239.0,Sharjah,party_1000820673,div_1742449716,man_1964161347
