party_code,doc_type,original_party_name,doc_no,salesman_master,original_salesman,doc_date,due_date,od_days,age_days,days_0_30,days_31_60,days_61_90,days_91_120,days_121_150,days_151_180,days_181_210,days_above_210,unallocated,balance,original_division,party_name,division,salesman
AR-A0165,SI20,AL RAMS BUILDING MATERIALS TRADING.(AR-A0165),2500410,RINSHAD T K,RINSHAD T K,2025-03-18,2025-05-17,-58.0,2.0,6930.0,,,,,,,,,-6930.0,MCJ,party_0277029215,div_0556003793,man_2128340233
AR-A0165,SI20,AL RAMS BUILDING MATERIALS TRADING.(AR-A0165),2500351,RINSHAD T K,RINSHAD T K,2025-03-01,2025-04-30,-41.0,19.0,1302.0,,,,,,,,,-1302.0,MCJ,party_0277029215,div_0556003793,man_2128340233
AR-A0165,SI20,AL RAMS BUILDING MATERIALS TRADING.(AR-A0165),2500002,RINSHAD T K,RINSHAD T K,2025-01-02,2025-03-03,17.0,77.0,,,9639.0,,,,,,,-9639.0,MCJ,party_0277029215,div_0556003793,man_2128340233
AR-A0165,SI20,AL RAMS BUILDING MATERIALS TRADING.(AR-A0165),2500148,RINSHAD T K,RINSHAD T K,2025-01-30,2025-03-31,-11.0,49.0,,3003.0,,,,,,,,-3003.0,MCJ,party_0277029215,div_0556003793,man_2128340233
AR-A0165,SI20,AL RAMS BUILDING MATERIALS TRADING.(AR-A0165),2500350,RINSHAD T K,RINSHAD T K,2025-03-01,2025-04-30,-41.0,19.0,12348.0,,,,,,,,,-12348.0,MCJ,party_0277029215,div_0556003793,man_2128340233
AR-A0167,OSI10,AL REEM HOSPICO CO LLC(AR-A0167),3498,SREERAJ,RIYAS M,2024-11-30,2025-01-29,50.0,110.0,,,,655.2,,,,,,-655.2,HO,party_1134520508,div_2006915470,man_2030811350
AR-A0167,OSI10,AL REEM HOSPICO CO LLC(AR-A0167),3499,SREERAJ,RIYAS M,2024-11-30,2025-01-29,50.0,110.0,,,,1617.0,,,,,,-1617.0,HO,party_1134520508,div_2006915470,man_2030811350
AR-A0167,OSI10,AL REEM HOSPICO CO LLC(AR-A0167),3500,SREERAJ,RIYAS M,2024-11-30,2025-01-29,50.0,110.0,,,,346.5,,,,,,-346.5,HO,party_1134520508,div_2006915470,man_2030811350
AR-A0168,JV10,AL REYAMI INTERIOR(AR-A0168),Opb:OPB-1121,SAFEER,,2019-02-05,2019-02-05,2235.0,2235.0,,,,,,,,205.8,,-205.8,HO,party_0409173388,div_2006915470,man_0110721370
AR-A0168,JV10,AL REYAMI INTERIOR(AR-A0168),Opb:OPB-1122,SAFEER,,2019-04-13,2019-04-13,2168.0,2168.0,,,,,,,,2362.5,,-2362.5,HO,party_0409173388,div_2006915470,man_0110721370
AR-A0168,JV10,AL REYAMI INTERIOR(AR-A0168),Opb:OPB-1123,SAFEER,,2019-10-19,2019-10-19,1979.0,1979.0,,,,,,,,609.0,,-609.0,HO,party_0409173388,div_2006915470,man_0110721370
AR-A0168,JV10,AL REYAMI INTERIOR(AR-A0168),Opb:OPB-1124,SAFEER,,2019-10-19,2019-10-19,1979.0,1979.0,,,,,,,,6772.5,,-6772.5,HO,party_0409173388,div_2006915470,man_0110721370
AR-A0168,JV10,AL REYAMI INTERIOR(AR-A0168),Opb:OPB-1125,SAFEER,,2019-10-19,2019-10-19,1979.0,1979.0,,,,,,,,1102.5,,-1102.5,HO,party_0409173388,div_2006915470,man_0110721370
AR-A0168,JV10,AL REYAMI INTERIOR(AR-A0168),Opb:OPB-1126,SAFEER,,2019-12-28,2019-12-28,1909.0,1909.0,,,,,,,,1837.5,,-1837.5,HO,party_0409173388,div_2006915470,man_0110721370
AR-A0169,RV20,AL RIMAL INTERNATIONAL SAFETY & SECURITY(AR-A0169),Rct:PDRMCJ23-0816,RINSHAD T K,,2023-10-31,2024-01-29,416.0,506.0,,,,,,,,,209.77,209.77,MCJ,party_0498817313,div_0556003793,man_0110721370
AR-A0171,SI40,AL RUWAIS ELECTRICAL & MECHANICAL EQUIPMENT LLC(AR-A0171),2500033,ABDUL SATHAR,ABDUL SATHAR,2025-01-18,2025-05-18,-59.0,61.0,,,341.25,,,,,,,-341.25,Branch 2,party_1494791766,div_0097926054,man_0427457728
AR-A0171,SI40,AL RUWAIS ELECTRICAL & MECHANICAL EQUIPMENT LLC(AR-A0171),2159,ABDUL SATHAR,ABDUL SATHAR,2024-12-09,2025-04-08,-19.0,101.0,,,,1625.4,,,,,,-1625.4,Branch 2,party_1494791766,div_0097926054,man_0427457728
AR-A0171,SI40,AL RUWAIS ELECTRICAL & MECHANICAL EQUIPMENT LLC(AR-A0171),2500307,ABDUL SATHAR,ABDUL SATHAR,2025-03-08,2025-07-06,-108.0,12.0,3591.0,,,,,,,,,-3591.0,Branch 2,party_1494791766,div_0097926054,man_0427457728
AR-A0171,SI40,AL RUWAIS ELECTRICAL & MECHANICAL EQUIPMENT LLC(AR-A0171),2500310,ABDUL SATHAR,ABDUL SATHAR,2025-03-10,2025-07-08,-110.0,10.0,342.3,,,,,,,,,-342.3,Branch 2,party_1494791766,div_0097926054,man_0427457728
AR-A0171,SI40,AL RUWAIS ELECTRICAL & MECHANICAL EQUIPMENT LLC(AR-A0171),2023,ABDUL SATHAR,ABDUL SATHAR,2024-11-23,2025-03-23,-3.0,117.0,,,,1753.5,,,,,,-1753.5,Branch 2,party_1494791766,div_0097926054,man_0427457728
AR-A0172,OSI10,AL RYUM CONTRACTING & GENERAL TRANSPORT LLC(AR-A0172),2500036,SHIMIL ,SHIMIL ,2025-01-23,2025-04-23,-34.0,56.0,,14113.75,,,,,,,,-14113.75,HO,party_0866447037,div_2006915470,man_1055588320
AR-A0172,OSI10,AL RYUM CONTRACTING & GENERAL TRANSPORT LLC(AR-A0172),2500091,SHIMIL ,SHIMIL ,2025-02-20,2025-05-21,-62.0,28.0,3370.5,,,,,,,,,-3370.5,HO,party_0866447037,div_2006915470,man_1055588320
AR-A0172,OSI10,AL RYUM CONTRACTING & GENERAL TRANSPORT LLC(AR-A0172),2500094,SHIMIL ,SHIMIL ,2025-02-17,2025-05-18,-59.0,31.0,,3290.75,,,,,,,,-3290.75,HO,party_0866447037,div_2006915470,man_1055588320
AR-A0175,SI20,AL SAIF GRAPHICS LLC(AR-A0175),3036,RINSHAD T K,RINSHAD T K,2024-12-28,2025-02-26,22.0,82.0,,,6255.9,,,,,,,-6255.9,MCJ,party_1100761393,div_0556003793,man_2128340233
AR-A0175,SI20,AL SAIF GRAPHICS LLC(AR-A0175),2500068,RINSHAD T K,RINSHAD T K,2025-01-20,2025-03-21,-1.0,59.0,,4819.5,,,,,,,,-4819.5,MCJ,party_1100761393,div_0556003793,man_2128340233
AR-A0176,SI40,AL SAIF HARDWARE(AR-A0176),2500221,ABDUL SATHAR,ABDUL SATHAR,2025-02-19,2025-05-20,-61.0,29.0,504.0,,,,,,,,,-504.0,Branch 2,party_2025431818,div_0097926054,man_0427457728
AR-A0176,SI40,AL SAIF HARDWARE(AR-A0176),2211,ABDUL SATHAR,ABDUL SATHAR,2024-12-27,2025-03-27,-7.0,83.0,,,1008.0,,,,,,,-1008.0,Branch 2,party_2025431818,div_0097926054,man_0427457728
AR-A0176,SI40,AL SAIF HARDWARE(AR-A0176),2500325,ABDUL SATHAR,ABDUL SATHAR,2025-03-15,2025-06-13,-85.0,5.0,504.0,,,,,,,,,-504.0,Branch 2,party_2025431818,div_0097926054,man_0427457728
AR-A0176,SI40,AL SAIF HARDWARE(AR-A0176),2138,ABDUL SATHAR,ABDUL SATHAR,2024-12-19,2025-03-19,1.0,91.0,,,,346.5,,,,,,-346.5,Branch 2,party_2025431818,div_0097926054,man_0427457728
AR-A0176,SI40,AL SAIF HARDWARE(AR-A0176),2500236,ABDUL SATHAR,ABDUL SATHAR,2025-02-26,2025-05-27,-68.0,22.0,99.75,,,,,,,,,-99.75,Branch 2,party_2025431818,div_0097926054,man_0427457728
AR-A0176,SI40,AL SAIF HARDWARE(AR-A0176),2239,ABDUL SATHAR,ABDUL SATHAR,2024-12-31,2025-03-31,-11.0,79.0,,,325.5,,,,,,,-325.5,Branch 2,party_2025431818,div_0097926054,man_0427457728
AR-A0177,SI40,AL SAJID MECHANICAL EQUIPMENT LLC(AR-A0177),2000,ABDUL SATHAR,ABDUL SATHAR,2024-11-23,2025-03-23,-3.0,117.0,,,,309.75,,,,,,-309.75,Branch 2,party_0447457394,div_0097926054,man_0427457728
AR-A0177,SI40,AL SAJID MECHANICAL EQUIPMENT LLC(AR-A0177),2042,ABDUL SATHAR,ABDUL SATHAR,2024-11-23,2025-03-23,-3.0,117.0,,,,4830.0,,,,,,-4830.0,Branch 2,party_0447457394,div_0097926054,man_0427457728
AR-A0177,SI40,AL SAJID MECHANICAL EQUIPMENT LLC(AR-A0177),2500225,ABDUL SATHAR,ABDUL SATHAR,2025-02-19,2025-06-19,-91.0,29.0,2415.0,,,,,,,,,-2415.0,Branch 2,party_0447457394,div_0097926054,man_0427457728
AR-A0178,SI40,AL SAKEENA BUILDING MATERIALS & ELECTRICALS TRADING(AR-A0178),2098,AJIMAL ,ABDUL SATHAR,2024-11-30,2025-02-28,20.0,110.0,,,,1207.5,,,,,,-1207.5,Branch 2,party_1432718385,div_0097926054,man_0427457728
AR-A0178,SI40,AL SAKEENA BUILDING MATERIALS & ELECTRICALS TRADING(AR-A0178),2500120,AJIMAL ,ABDUL SATHAR,2025-01-25,2025-04-25,-36.0,54.0,,441.0,,,,,,,,-441.0,Branch 2,party_1432718385,div_0097926054,man_0427457728
AR-A0181,SI30,AL SAMRA AL JADEEDA ELECTRICAL TRADING(AR-A0181),3048,ZAMEER ,ZAMEER ,2024-11-06,2025-03-06,14.0,134.0,,,,,1370.25,,,,,-1370.25,Sharjah,party_1285075084,div_1742449716,man_1964161347
AR-A0181,SI30,AL SAMRA AL JADEEDA ELECTRICAL TRADING(AR-A0181),3065,ZAMEER ,ZAMEER ,2024-11-08,2025-03-08,12.0,132.0,,,,,399.0,,,,,-399.0,Sharjah,party_1285075084,div_1742449716,man_1964161347
AR-A0181,SI30,AL SAMRA AL JADEEDA ELECTRICAL TRADING(AR-A0181),2500524,ZAMEER ,ZAMEER ,2025-03-07,2025-07-05,-107.0,13.0,441.0,,,,,,,,,-441.0,Sharjah,party_1285075084,div_1742449716,man_1964161347
AR-A0182,SI40,AL SAMRA BUILDING MATERIALS - SOLE PROPRIETORSHIP LLC(AR-A0182),2141,ABDUL SATHAR,ABDUL SATHAR,2024-12-24,2025-02-22,26.0,86.0,,,1134.0,,,,,,,-1134.0,Branch 2,party_0271458563,div_0097926054,man_0427457728
AR-A0183,SI30,AL SAMRA ELECTRICAL & BUILDING MATERIALS LLC(AR-A0183),2500491,ZAMEER ,ZAMEER ,2025-03-04,2025-06-02,-74.0,16.0,168.0,,,,,,,,,-168.0,Sharjah,party_1934605973,div_1742449716,man_1964161347
AR-A0184,SI40,AL SAMRA ELECTRONICS& LIGHTS L.L.C(AR-A0184),2196,ABDUL SATHAR,ABDUL SATHAR,2024-12-11,2025-03-11,9.0,99.0,,,,505.95,,,,,,-505.95,Branch 2,party_0536601409,div_0097926054,man_0427457728
AR-A0184,SI40,AL SAMRA ELECTRONICS& LIGHTS L.L.C(AR-A0184),2076,ABDUL SATHAR,ABDUL SATHAR,2024-11-30,2025-02-28,20.0,110.0,,,,108.15,,,,,,-108.15,Branch 2,party_0536601409,div_0097926054,man_0427457728
AR-A0187,SI40,AL SEEB TRADING L.L.C.(AR-A0187),2500332,ABDUL SATHAR,ABDUL SATHAR,2025-03-17,2025-06-15,-87.0,3.0,351.75,,,,,,,,,-351.75,Branch 2,party_1783561327,div_0097926054,man_0427457728
AR-A0190,SI30,AL SHEMOKH BUILDING MATERIALS TRADING.(AR-A0190),3396,ZAMEER ,ZAMEER ,2024-12-23,2025-04-22,-33.0,87.0,,,1218.0,,,,,,,-1218.0,Sharjah,party_1953897465,div_1742449716,man_1964161347
AR-A0190,SI30,AL SHEMOKH BUILDING MATERIALS TRADING.(AR-A0190),2813,ZAMEER ,ZAMEER ,2024-10-05,2025-02-02,46.0,166.0,,,,,,1218.0,,,,-1218.0,Sharjah,party_1953897465,div_1742449716,man_1964161347
AR-A0193,SI30,AL SUKOON GENERAL TRADING L.L.C.(AR-A0193),2769,ZAMEER ,ZAMEER ,2024-10-01,2025-01-29,50.0,170.0,,,,,,3018.75,,,,-3018.75,Sharjah,party_0951022583,div_1742449716,man_1964161347
AR-A0193,SI30,AL SUKOON GENERAL TRADING L.L.C.(AR-A0193),3382,ZAMEER ,ZAMEER ,2024-12-21,2025-04-20,-31.0,89.0,,,882.0,,,,,,,-882.0,Sharjah,party_0951022583,div_1742449716,man_1964161347
AR-A0193,SI30,AL SUKOON GENERAL TRADING L.L.C.(AR-A0193),2916,ZAMEER ,ZAMEER ,2024-10-19,2025-02-16,32.0,152.0,,,,,,1732.5,,,,-1732.5,Sharjah,party_0951022583,div_1742449716,man_1964161347
AR-A0193,SI30,AL SUKOON GENERAL TRADING L.L.C.(AR-A0193),2500481,ZAMEER ,ZAMEER ,2025-03-03,2025-07-01,-103.0,17.0,714.0,,,,,,,,,-714.0,Sharjah,party_0951022583,div_1742449716,man_1964161347
AR-A0193,SI30,AL SUKOON GENERAL TRADING L.L.C.(AR-A0193),2500604,ZAMEER ,ZAMEER ,2025-03-15,2025-07-13,-115.0,5.0,735.0,,,,,,,,,-735.0,Sharjah,party_0951022583,div_1742449716,man_1964161347
AR-A0193,SI30,AL SUKOON GENERAL TRADING L.L.C.(AR-A0193),3158,ZAMEER ,ZAMEER ,2024-11-20,2025-03-20,,120.0,,,,,1491.0,,,,,-1491.0,Sharjah,party_0951022583,div_1742449716,man_1964161347
AR-A0194,SI30,AL TAIF HARDWARE&ELECT.TRD SHARJAH(AR-A0194),2500020,ZAMEER ,ZAMEER ,2025-01-02,2025-05-02,-43.0,77.0,,,1338.75,,,,,,,-1338.75,Sharjah,party_2006838734,div_1742449716,man_1964161347
AR-A0195,SI30,AL TAMMANI FLOWER TRADING. AL BARSHA.(AR-A0195),2500572,ZAMEER ,ZAMEER ,2025-03-12,2025-06-10,-82.0,8.0,3018.75,,,,,,,,,-3018.75,Sharjah,party_1954059776,div_1742449716,man_1964161347
AR-A0197,SI30,AL TAREEQ AL AKHDHAR SANIT. WARE TRDG. ROLLA(AR-A0197),3102,ZAMEER ,ZAMEER ,2024-11-13,2025-03-13,7.0,127.0,,,,,1627.5,,,,,-1627.5,Sharjah,party_0986756344,div_1742449716,man_1964161347
AR-A0197,SI30,AL TAREEQ AL AKHDHAR SANIT. WARE TRDG. ROLLA(AR-A0197),2500591,ZAMEER ,ZAMEER ,2025-03-14,2025-07-12,-114.0,6.0,1627.5,,,,,,,,,-1627.5,Sharjah,party_0986756344,div_1742449716,man_1964161347
AR-A0197,SI30,AL TAREEQ AL AKHDHAR SANIT. WARE TRDG. ROLLA(AR-A0197),2500334,ZAMEER ,ZAMEER ,2025-02-11,2025-06-11,-83.0,37.0,,556.5,,,,,,,,-556.5,Sharjah,party_0986756344,div_1742449716,man_1964161347
AR-A0197,SI30,AL TAREEQ AL AKHDHAR SANIT. WARE TRDG. ROLLA(AR-A0197),2500345,ZAMEER ,ZAMEER ,2025-02-12,2025-06-12,-84.0,36.0,,546.0,,,,,,,,-546.0,Sharjah,party_0986756344,div_1742449716,man_1964161347
AR-A0197,SI30,AL TAREEQ AL AKHDHAR SANIT. WARE TRDG. ROLLA(AR-A0197),2500133,ZAMEER ,ZAMEER ,2025-01-14,2025-05-14,-55.0,65.0,,,551.25,,,,,,,-551.25,Sharjah,party_0986756344,div_1742449716,man_1964161347
AR-A0197,SI30,AL TAREEQ AL AKHDHAR SANIT. WARE TRDG. ROLLA(AR-A0197),3008,ZAMEER ,ZAMEER ,2024-11-01,2025-03-01,19.0,139.0,,,,,1239.0,,,,,-1239.0,Sharjah,party_0986756344,div_1742449716,man_1964161347
AR-A0197,SI30,AL TAREEQ AL AKHDHAR SANIT. WARE TRDG. ROLLA(AR-A0197),2766,ZAMEER ,ZAMEER ,2024-10-01,2025-01-29,50.0,170.0,,,,,,2835.0,,,,-2835.0,Sharjah,party_0986756344,div_1742449716,man_1964161347
AR-A0200,SI30,AL WAFI INTERNATIONAL TRADING. L.L.C.(AR-A0200),2500234,ZAMEER ,ZAMEER ,2025-01-29,2025-04-29,-40.0,50.0,,551.25,,,,,,,,-551.25,Sharjah,party_2062790240,div_1742449716,man_1964161347
AR-A0202,SI30,AL YAQEEN HARDWARE TRADING.(AR-A0202),2500172,ZAMEER ,ZAMEER ,2025-01-20,2025-05-20,-61.0,59.0,,1286.25,,,,,,,,-1286.25,Sharjah,party_1965008701,div_1742449716,man_1964161347
AR-A0202,SI30,AL YAQEEN HARDWARE TRADING.(AR-A0202),2500577,ZAMEER ,ZAMEER ,2025-03-13,2025-07-11,-113.0,7.0,336.0,,,,,,,,,-336.0,Sharjah,party_1965008701,div_1742449716,man_1964161347
AR-A0202,SI30,AL YAQEEN HARDWARE TRADING.(AR-A0202),2500115,ZAMEER ,ZAMEER ,2025-01-13,2025-05-13,-54.0,66.0,,,5355.0,,,,,,,-5355.0,Sharjah,party_1965008701,div_1742449716,man_1964161347
AR-A0202,SI30,AL YAQEEN HARDWARE TRADING.(AR-A0202),2500637,ZAMEER ,ZAMEER ,2025-03-20,2025-07-18,-120.0,,336.0,,,,,,,,,-336.0,Sharjah,party_1965008701,div_1742449716,man_1964161347
AR-A0202,SI30,AL YAQEEN HARDWARE TRADING.(AR-A0202),2500641,ZAMEER ,ZAMEER ,2025-03-20,2025-07-18,-120.0,,866.25,,,,,,,,,-866.25,Sharjah,party_1965008701,div_1742449716,man_1964161347
AR-A0204,SI30,AL YASMEEN BUILDING MAT. TRDG. D.I.P.(AR-A0204),2500143,ZAMEER ,ZAMEER ,2025-01-16,2025-05-16,-57.0,63.0,,,4084.5,,,,,,,-4084.5,Sharjah,party_0731069512,div_1742449716,man_1964161347
AR-A0205,SI30,AL YAZRA ELECTRICAL & SANITARY INST. L.L.C.(AR-A0205),3335,ZAMEER ,ZAMEER ,2024-12-14,2025-04-13,-24.0,96.0,,,,1627.5,,,,,,-1627.5,Sharjah,party_0167045140,div_1742449716,man_1964161347
AR-A0207,SI20,AL ZAKI ENGINEERING & CONTRACTING COMPANY - W L L(AR-A0207),2500328,RINSHAD T K,RINSHAD T K,2025-02-28,2025-04-29,-40.0,20.0,4357.5,,,,,,,,,-4357.5,MCJ,party_1509230589,div_0556003793,man_2128340233
AR-A0207,SI20,AL ZAKI ENGINEERING & CONTRACTING COMPANY - W L L(AR-A0207),2500329,RINSHAD T K,RINSHAD T K,2025-02-28,2025-04-29,-40.0,20.0,3570.0,,,,,,,,,-3570.0,MCJ,party_1509230589,div_0556003793,man_2128340233
AR-A0207,SI20,AL ZAKI ENGINEERING & CONTRACTING COMPANY - W L L(AR-A0207),2500330,RINSHAD T K,RINSHAD T K,2025-02-28,2025-04-29,-40.0,20.0,635.25,,,,,,,,,-635.25,MCJ,party_1509230589,div_0556003793,man_2128340233
AR-A0207,SI20,AL ZAKI ENGINEERING & CONTRACTING COMPANY - W L L(AR-A0207),2500331,RINSHAD T K,RINSHAD T K,2025-02-28,2025-04-29,-40.0,20.0,714.0,,,,,,,,,-714.0,MCJ,party_1509230589,div_0556003793,man_2128340233
AR-A0207,SI20,AL ZAKI ENGINEERING & CONTRACTING COMPANY - W L L(AR-A0207),2500332,RINSHAD T K,RINSHAD T K,2025-02-28,2025-04-29,-40.0,20.0,3837.75,,,,,,,,,-3837.75,MCJ,party_1509230589,div_0556003793,man_2128340233
AR-A0207,SI20,AL ZAKI ENGINEERING & CONTRACTING COMPANY - W L L(AR-A0207),2500333,RINSHAD T K,RINSHAD T K,2025-02-28,2025-04-29,-40.0,20.0,1764.0,,,,,,,,,-1764.0,MCJ,party_1509230589,div_0556003793,man_2128340233
AR-A0207,SI20,AL ZAKI ENGINEERING & CONTRACTING COMPANY - W L L(AR-A0207),2500334,RINSHAD T K,RINSHAD T K,2025-02-28,2025-04-29,-40.0,20.0,420.0,,,,,,,,,-420.0,MCJ,party_1509230589,div_0556003793,man_2128340233
AR-A0207,SI20,AL ZAKI ENGINEERING & CONTRACTING COMPANY - W L L(AR-A0207),2500335,RINSHAD T K,RINSHAD T K,2025-02-28,2025-04-29,-40.0,20.0,315.0,,,,,,,,,-315.0,MCJ,party_1509230589,div_0556003793,man_2128340233
AR-A0207,SI20,AL ZAKI ENGINEERING & CONTRACTING COMPANY - W L L(AR-A0207),2500336,RINSHAD T K,RINSHAD T K,2025-02-28,2025-04-29,-40.0,20.0,2940.0,,,,,,,,,-2940.0,MCJ,party_1509230589,div_0556003793,man_2128340233
AR-A0207,SI20,AL ZAKI ENGINEERING & CONTRACTING COMPANY - W L L(AR-A0207),2500337,RINSHAD T K,RINSHAD T K,2025-02-28,2025-04-29,-40.0,20.0,1916.25,,,,,,,,,-1916.25,MCJ,party_1509230589,div_0556003793,man_2128340233
AR-A0209,SI30,ALASSIA GLOBAL GENERAL TRADING LLC(AR-A0209),1091,ZAMEER ,ZAMEER ,2024-01-20,2024-05-19,305.0,425.0,,,,,,,,588.0,,-588.0,Sharjah,party_1238101328,div_1742449716,man_1964161347
AR-A0213,CSI10,ALHASHIMYA GENERAL TRADING(AR-A0213),DSI:HO23-06872,ANISH ,,2023-03-11,2023-03-11,740.0,740.0,,,,,,,,1895.0,,-1895.0,HO,party_1860470615,div_2006915470,man_0110721370
AR-A0216,SI30,ALI FARAJ EQUIPMENT & MACHINERY(AR-A0216),2500111,ZAMEER ,ZAMEER ,2025-01-13,2025-03-14,6.0,66.0,,,1701.0,,,,,,,-1701.0,Sharjah,party_2110306212,div_1742449716,man_1964161347
AR-A0216,SI30,ALI FARAJ EQUIPMENT & MACHINERY(AR-A0216),2500464,ZAMEER ,ZAMEER ,2025-03-01,2025-04-30,-41.0,19.0,2625.0,,,,,,,,,-2625.0,Sharjah,party_2110306212,div_1742449716,man_1964161347
AR-A0216,SI30,ALI FARAJ EQUIPMENT & MACHINERY(AR-A0216),2500268,ZAMEER ,ZAMEER ,2025-02-03,2025-04-04,-15.0,45.0,,1659.0,,,,,,,,-1659.0,Sharjah,party_2110306212,div_1742449716,man_1964161347
AR-A0216,SI30,ALI FARAJ EQUIPMENT & MACHINERY(AR-A0216),2500211,ZAMEER ,ZAMEER ,2025-01-27,2025-03-28,-8.0,52.0,,1701.0,,,,,,,,-1701.0,Sharjah,party_2110306212,div_1742449716,man_1964161347
AR-A0216,SI30,ALI FARAJ EQUIPMENT & MACHINERY(AR-A0216),2500473,ZAMEER ,ZAMEER ,2025-03-03,2025-05-02,-43.0,17.0,2142.0,,,,,,,,,-2142.0,Sharjah,party_2110306212,div_1742449716,man_1964161347
AR-A0216,SI30,ALI FARAJ EQUIPMENT & MACHINERY(AR-A0216),2500586,ZAMEER ,ZAMEER ,2025-03-14,2025-05-13,-54.0,6.0,1338.75,,,,,,,,,-1338.75,Sharjah,party_2110306212,div_1742449716,man_1964161347
AR-A0216,SI30,ALI FARAJ EQUIPMENT & MACHINERY(AR-A0216),2500227,ZAMEER ,ZAMEER ,2025-01-28,2025-03-29,-9.0,51.0,,882.0,,,,,,,,-882.0,Sharjah,party_2110306212,div_1742449716,man_1964161347
AR-A0222,SI10,ALMAHAM GENERAL CONTRACTING - SOLE PROPRIETORSHIP L.L.C.(AR-A0222),Sal:CRHO23-00149,SAFEER,,2023-05-24,2023-05-24,666.0,666.0,,,,,,,,798.0,,-798.0,HO,party_0849988941,div_2006915470,man_0110721370
AR-A0224,SI40,ALMOTMAYZ BUILDING MATERIALS - SOLE PROPRIETORSHIP L.L.C(AR-A0224),2500315,ABDUL SATHAR,ABDUL SATHAR,2025-03-11,2025-06-09,-81.0,9.0,294.0,,,,,,,,,-294.0,Branch 2,party_0181198963,div_0097926054,man_0427457728
AR-A0224,SI40,ALMOTMAYZ BUILDING MATERIALS - SOLE PROPRIETORSHIP L.L.C(AR-A0224),2500085,ABDUL SATHAR,ABDUL SATHAR,2025-01-25,2025-04-25,-36.0,54.0,,5670.0,,,,,,,,-5670.0,Branch 2,party_0181198963,div_0097926054,man_0427457728
AR-A0224,SI40,ALMOTMAYZ BUILDING MATERIALS - SOLE PROPRIETORSHIP L.L.C(AR-A0224),2500157,ABDUL SATHAR,ABDUL SATHAR,2025-02-07,2025-05-08,-49.0,41.0,,420.0,,,,,,,,-420.0,Branch 2,party_0181198963,div_0097926054,man_0427457728
AR-A0224,SI40,ALMOTMAYZ BUILDING MATERIALS - SOLE PROPRIETORSHIP L.L.C(AR-A0224),2500076,ABDUL SATHAR,ABDUL SATHAR,2025-01-24,2025-04-24,-35.0,55.0,,456.75,,,,,,,,-456.75,Branch 2,party_0181198963,div_0097926054,man_0427457728
AR-A0224,SI40,ALMOTMAYZ BUILDING MATERIALS - SOLE PROPRIETORSHIP L.L.C(AR-A0224),2500177,ABDUL SATHAR,ABDUL SATHAR,2025-02-05,2025-05-06,-47.0,43.0,,4620.0,,,,,,,,-4620.0,Branch 2,party_0181198963,div_0097926054,man_0427457728
AR-A0224,SI40,ALMOTMAYZ BUILDING MATERIALS - SOLE PROPRIETORSHIP L.L.C(AR-A0224),2500197,ABDUL SATHAR,ABDUL SATHAR,2025-02-22,2025-05-23,-64.0,26.0,588.0,,,,,,,,,-588.0,Branch 2,party_0181198963,div_0097926054,man_0427457728
AR-A0224,SI40,ALMOTMAYZ BUILDING MATERIALS - SOLE PROPRIETORSHIP L.L.C(AR-A0224),2500047,ABDUL SATHAR,ABDUL SATHAR,2025-01-18,2025-04-18,-29.0,61.0,,,609.0,,,,,,,-609.0,Branch 2,party_0181198963,div_0097926054,man_0427457728
AR-A0224,SI40,ALMOTMAYZ BUILDING MATERIALS - SOLE PROPRIETORSHIP L.L.C(AR-A0224),2500237,ABDUL SATHAR,ABDUL SATHAR,2025-02-22,2025-05-23,-64.0,26.0,2517.9,,,,,,,,,-2517.9,Branch 2,party_0181198963,div_0097926054,man_0427457728
AR-A0224,SI40,ALMOTMAYZ BUILDING MATERIALS - SOLE PROPRIETORSHIP L.L.C(AR-A0224),2500235,ABDUL SATHAR,ABDUL SATHAR,2025-02-21,2025-05-22,-63.0,27.0,113.4,,,,,,,,,-113.4,Branch 2,party_0181198963,div_0097926054,man_0427457728
AR-A0225,SI30,ALNAJMA ALSATEAA BUILDING MATERIAL L.L.C(AR-A0225),2655,ZAMEER ,ZAMEER ,2024-09-14,2024-11-13,127.0,187.0,,,,,,,1184.5,,,-1184.5,Sharjah,party_1327759081,div_1742449716,man_1964161347
AR-A0227,OSI10,ALPHA ENGINEERING & CONTRACTING LLC(AR-A0227),2500049,MAHAROOF ,ASHIK,2025-01-22,2025-04-22,-33.0,57.0,,1119.19,,,,,,,,-1119.19,HO,party_1336997511,div_2006915470,man_0276416957
