doctype,docno,docdate,party_code,original_party_name,lpo_no,location,original_salesman,gross_amount,discount,net_amount,vat_amount,created_ts,created_by,invoice_mode,area,original_division,division,salesman,party_name
CSI10,1149,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,FAISAL,270.0,0.5,269.5,13.48,2024-01-03,NASSAR,CASH,,HO,div_2006915470,man_1993412060,party_0832930093
OSI10,1157,2024-01-03,AR-A0243,AQUA DYNAMIC ELECTROMECHANICAL LLC,.,Musaffah Shop,MAHAROOF ,217.5,0.0,217.5,10.88,2024-02-02,ASHKAR,CREDIT,ABU DHABI,HO,div_2006915470,man_1666262237,party_1559874750
CSI10,1150,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,FAISAL,17.0,0.0,17.0,0.85,2024-01-03,NASSAR,CASH,,HO,div_2006915470,man_1993412060,party_0832930093
OSI10,1162,2024-01-03,AR-T0006,TANK LINE COMPANY LLC,,Musaffah Shop,MAHAROOF ,1772.5,0.0,1772.5,88.63,2024-02-02,ASHKAR,CREDIT,,HO,div_2006915470,man_1666262237,party_0914118120
CSI20,1324,2024-01-03,ARC-G0002,G D B INTERIORS & GENERAL CONTRACTING AND MAINTENANCE L.L.C,,Multicolor,SAMSHEER ,40.0,0.0,40.0,2.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_1942207507
CSI40,1042,2024-01-03,ARC-M0033,MADAR EMIRATES CONTRACTING & GENERAL MAINTENANCE,,Branch 2,HAMZA V,300.0,0.0,300.0,15.0,2024-01-03,RINSHAD MU,CASH,,Branch 2,div_0097926054,man_0843606315,party_1197533066
CSI10,1151,2024-01-03,ARC-T1587,TEAM TECHNICAL EQUIPMENT LLC,,Musaffah Shop,AKTAR HOSSAIN,155.0,0.0,155.0,7.75,2024-01-03,BILAL,CASH,ABU DHABI,HO,div_2006915470,man_0900539661,party_0935359728
CSI20,1325,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,NISHAD T,655.0,0.0,655.0,32.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1830493139,party_0984764295
OSI10,1171,2024-01-03,AR-U0003,UNITED ALSAQER GROUP LLC,ASPM-228702,Musaffah Shop,ANSAR ,218.0,0.0,218.0,10.9,2024-02-02,ASHKAR,CREDIT,ABU DHABI,HO,div_2006915470,man_0731228032,party_1164750062
CSI20,1326,2024-01-03,ARC-T1615,TECHNOS ELECTRO-MECHANICAL L.L.C.,,Multicolor,SAMSHEER ,150.0,0.0,150.0,7.5,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_1375867947
SI20,1004,2024-01-03,AR-A0238,APEX TRADING CO.W.L.L,POH0025,Multicolor,RINSHAD T K,2520.0,0.0,2520.0,126.0,2024-01-03,RINSHAD TK,,ABU DHABI,MCJ,div_0556003793,man_2128340233,party_0462097991
CSI20,1327,2024-01-03,ARC-F0139,FORCE.10.UAE,,Multicolor,SAMSHEER ,56.0,0.0,56.0,2.8,2024-01-03,SAMSHEER,CASH,ABUDHABI,MCJ,div_0556003793,man_1994684813,party_1650473027
CSI20,1328,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,33.75,0.0,33.75,1.69,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI40,1043,2024-01-03,ARC-C0180,COOL LINE GENERAL MAINTENANCE EST,,Branch 2,RINSHAD M U,175.0,0.0,175.0,8.75,2024-01-03,RINSHAD MU,CASH,,Branch 2,div_0097926054,man_0298694519,party_2056876478
CSI10,1152,2024-01-03,ARC-A0087,ABU DHABI FIBERGLASS FACTORY L.L.C,,Musaffah Shop,SUNDARAN ,10.0,0.5,9.5,0.48,2024-01-03,KEA,CASH,,HO,div_2006915470,man_0622657813,party_1846873613
CSI10,1153,2024-01-03,ARC-B1623,BAIT AL AELA GENERAL CONSTRUCTIONS L.L.C,,Musaffah Shop,AKTAR HOSSAIN,1438.6,0.0,1438.6,71.94,2024-01-03,BILAL,CASH,,HO,div_2006915470,man_0900539661,party_1636942492
CSI20,1329,2024-01-03,ARC-Y1584,YORK AIR CONDITIONING & REF.,,Multicolor,SHAFI,455.0,0.0,455.0,22.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_1087801045
CSI20,1330,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,210.0,0.0,210.0,10.5,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI20,1331,2024-01-03,ARC-J1592,JAVA TECH GENERAL TRADING SOLE PROPRITORSHIP LLC,,Multicolor,SAMSHEER ,550.0,0.0,550.0,27.5,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_2100881539
CSI20,1332,2024-01-03,ARC-B1624,"BARAKA MUBARAK AWADH PLOT NO-401 SECTOR-MZ1,ZAYED CITY AUH",,Multicolor,SHAFI,590.0,0.0,590.0,29.5,2024-01-03,SAMSHEER,,,MCJ,div_0556003793,man_1461566380,party_1424750251
CSI20,1333,2024-01-03,ARC-F0197,FORT BUILDING MATERIALS,PO240082,Multicolor,SAMSHEER ,185.0,0.0,185.0,9.25,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0765383594
CSI20,1334,2024-01-03,ARC-A1852,ALLWAY TECHNICAL SERVICES CONTRACTING CO .LLC,,Multicolor,SAMSHEER ,20.0,0.0,20.0,1.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0364224469
CSI20,1335,2024-01-03,ARC-F1599,Fensys Middle East Doors & Windows L.L.C.,,Multicolor,SAMSHEER ,275.0,0.0,275.0,13.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0523070777
SI30,1010,2024-01-03,AR-B0035,BRIDGE WAY TRADING LLC,BRIDGE030124,Sharjah,ZAMEER ,430.0,0.0,430.0,21.5,2024-01-03,ZAINUDHEEN,CREDIT,DUBAI,Sharjah,div_1742449716,man_1964161347,party_0144052211
CSI20,1337,2024-01-03,ARC-P1601,POWER INTERNATIONAL A/C MAINTENANCE & ELECTRICAL & SANITARY INSTALLATIONS,,Multicolor,SHAHID ,70.0,0.0,70.0,3.5,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1995826233,party_2075516765
CSI40,1044,2024-01-03,ARC-A1759,AL ABRAH TRADING COMPANY LLC,,Branch 2,ABDUL SATHAR,1275.0,0.0,1275.0,63.75,2024-01-03,RINSHAD MU,CASH,,Branch 2,div_0097926054,man_0427457728,party_1836080613
CSI20,1336,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAHID ,335.0,0.0,335.0,16.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1995826233,party_0984764295
CSI10,1154,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,ABBAS ,20.5,0.0,20.5,1.03,2024-01-03,ABBAS,CASH,,HO,div_2006915470,man_1563038311,party_0832930093
CSI20,1338,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,BAJU ,222.5,0.0,222.5,11.13,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1108579223,party_0984764295
CSRT10,1004,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,NASSAR,-76.5,0.0,-76.5,-3.83,2024-01-03,KEA,CASH,,HO,div_2006915470,man_0864799156,party_0832930093
CSI20,1339,2024-01-03,ARC-B0206,BONYAN ALKHALIJ AL MOTATAWERAH GEN CONT,,Multicolor,SAMSHEER ,1235.0,0.0,1235.0,61.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_1356557270
CSI10,1155,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,ABBAS ,43.0,0.0,43.0,2.15,2024-01-03,ABBAS,CASH,,HO,div_2006915470,man_1563038311,party_0832930093
CSI20,1340,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,155.0,0.0,155.0,7.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI20,1341,2024-01-03,ARC-U0047,URBAN SCAPE,,Multicolor,SHAFI,1290.0,0.0,1290.0,64.5,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_1603446994
SI20,1005,2024-01-03,AR-E0031,EXPERT GENERAL TRADING L.L.C,EXP23-24442,Multicolor,RINSHAD T K,2100.0,0.0,2100.0,105.0,2024-01-03,RINSHAD TK,,,MCJ,div_0556003793,man_2128340233,party_0332871789
SI20,1006,2024-01-03,AR-H0025,HYDRO SANITARY WARE TRADING,,Multicolor,ABDUL SATHAR,2185.0,0.0,2185.0,109.25,2024-01-03,RINSHAD TK,,ABU DHABI,MCJ,div_0556003793,man_0427457728,party_1980650262
SI20,1007,2024-01-03,AR-B0028,BIN SAGHAIRY TRADING CO.LLC,,Multicolor,ABDUL SATHAR,590.0,0.0,590.0,29.5,2024-01-03,RINSHAD TK,,ABU DHABI,MCJ,div_0556003793,man_0427457728,party_1046264958
SI20,1008,2024-01-03,AR-O0005,OHIO GENERAL CONTRACTING L.L.C.,OGC23-P1351,Multicolor,RINSHAD T K,2750.0,0.0,2750.0,137.5,2024-01-03,RINSHAD TK,,ABU DHABI,MCJ,div_0556003793,man_2128340233,party_1312662211
CSI40,1045,2024-01-03,ARC-W0024,WALK IN - BR2,,Branch 2,SHANTHANU ,96.0,0.0,96.0,4.8,2024-01-03,RASHID,CASH,,Branch 2,div_0097926054,man_1286476406,party_2060039225
CSI40,1046,2024-01-03,ARC-Y0011,YASSIN AL HAMMADI GENERAL MAINTENANCE,,Branch 2,RASHID ,3212.5,20.88,3191.62,159.59,2024-01-03,RINSHAD MU,CREDIT,,Branch 2,div_0097926054,man_0256316879,party_1031834016
CSI20,1342,2024-01-03,ARC-A1533,AL NIMIR AL ASFAR,,Multicolor,MANZOOR ,2660.0,0.0,2660.0,133.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0037738068
CSRT10,1005,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,SUNDARAN ,-48.0,0.0,-48.0,-2.4,2024-01-03,KEA,CASH,,HO,div_2006915470,man_0622657813,party_0832930093
CSI10,1156,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,41.0,0.0,41.0,2.05,2024-01-03,SUNDARAN,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI20,1343,2024-01-03,ARC-U0054,URUK GENERAL CONTRACTING & MAINT LLC,,Multicolor,SAFEER M,109.0,0.0,109.0,5.45,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1859775013,party_1193901279
CSI20,1344,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,BAJU ,300.0,0.0,300.0,15.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1108579223,party_0984764295
CSI10,1157,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,98.0,0.0,98.0,4.9,2024-01-03,BILAL,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI20,1345,2024-01-03,ARC-C0239,CARLOS PAINTING,,Multicolor,SAMSHEER ,236.0,0.8,235.2,11.76,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_1179908599
CSI20,1347,2024-01-03,ARC-C1602,CASA BIANCO BUILDING MATERIALS LLC,,Multicolor,SHAFI,605.0,0.0,605.0,30.25,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_1254158120
CSI20,1346,2024-01-03,ARC-W0086,WHITE COLOR PAINTING WORKS,,Multicolor,SHAFI,325.0,0.0,325.0,16.25,2024-01-03,SAFEER M,CASH,,MCJ,div_0556003793,man_1461566380,party_0279625398
CSRT10,1006,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,FAISAL,-450.0,0.0,-450.0,-22.5,2024-01-03,BILAL,CASH,,HO,div_2006915470,man_1993412060,party_0832930093
CSI20,1348,2024-01-03,ARC-T1612,TOOLS LAND TRADING COMPANY L.L.C,,Multicolor,SAFEER M,240.0,0.0,240.0,12.0,2024-01-03,SAFEER M,CASH,ABU DHABI,MCJ,div_0556003793,man_1859775013,party_0115272290
CSI20,1349,2024-01-03,ARC-O1594,OMER,,Multicolor,SHAHID ,2195.0,0.0,2195.0,109.75,2024-01-03,SAFEER M,CASH,,MCJ,div_0556003793,man_1995826233,party_1555178932
CSI10,1158,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,SUNDARAN ,38.1,0.0,38.1,1.91,2024-01-03,SUNDARAN,CASH,,HO,div_2006915470,man_0622657813,party_0832930093
CSI10,1160,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,15.0,0.75,14.25,0.71,2024-01-03,SUNDARAN,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI10,1159,2024-01-03,ARC-B0256,BUILDING ACTION CONTRACTING & GENERAL MAINTENANCE,,Musaffah Shop,ABBAS ,43.0,0.0,43.0,2.15,2024-01-03,ABBAS,CASH,,HO,div_2006915470,man_1563038311,party_0255849244
CSI20,1350,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,5.0,0.25,4.75,0.24,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI20,1351,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,186.0,0.0,186.0,9.3,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI20,1352,2024-01-04,ARC-S0566,SIX SIGMA MIDDLE EAST CONSTRUCTIONS LLC,,Multicolor,SAMSHEER ,10.0,0.0,10.0,0.5,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_1294257330
CSI20,1353,2024-01-04,ARC-C0145,COMMANDER GENERAL CONTRACTING - SOLE PROPRIETORSHIP L.L.C.,,Multicolor,SAMSHEER ,435.0,0.0,435.0,21.75,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0250286206
CSI20,1355,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,504.0,0.0,504.0,25.2,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI20,1354,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,RISHAD C,24.0,0.0,24.0,1.2,2024-01-04,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_0984764295
CSI20,1361,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,RISHAD C,205.0,0.0,205.0,10.25,2024-01-04,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_0984764295
CSI20,1356,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,5.0,0.25,4.75,0.24,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI20,1357,2024-01-04,ARC-T0176,TIRANA GENERAL CONTRACTING L.L.C.,,Multicolor,SAMSHEER ,330.0,0.0,330.0,16.5,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0550663179
CSI20,1358,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,BAJU ,115.0,0.0,115.0,5.75,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1108579223,party_0984764295
CSI40,1047,2024-01-04,ARC-S0567,SKILLED BUILDERS GENERAL CONTRACTING L.L.C,,Branch 2,RASHID ,2598.0,0.0,2598.0,129.9,2024-01-04,RASHID,CREDIT,,Branch 2,div_0097926054,man_0256316879,party_1195908893
CSI20,1359,2024-01-04,ARC-O1596,ORIENT CARPENTRY WORKS,,Multicolor,SAMSHEER ,572.0,0.0,572.0,28.6,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_1020623037
CSI20,1360,2024-01-04,ARC-T0259,TRIRATNA GENERAL MAINTENANCE AND DECOR L.L.C.,,Multicolor,SAMSHEER ,240.0,0.0,240.0,12.0,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_2129238651
CSI20,1362,2024-01-04,ARC-R1617,REIGN REAL ESTATE LLC,,Multicolor,SANOOP,118.0,0.0,118.0,5.9,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_0264100041,party_0883278983
CSI20,1363,2024-01-04,ARC-T0259,TRIRATNA GENERAL MAINTENANCE AND DECOR L.L.C.,,Multicolor,SAMSHEER ,120.0,0.0,120.0,6.0,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_2129238651
CSI10,1161,2024-01-04,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,886.75,1.1,885.65,44.3,2024-01-04,FAISAL,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI20,1365,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,321.0,0.0,321.0,16.05,2024-01-04,RISHAD C,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI20,1364,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAHID ,66.0,0.0,66.0,3.3,2024-01-04,RISHAD C,CASH,,MCJ,div_0556003793,man_1995826233,party_0984764295
CSI10,1163,2024-01-04,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,FAISAL,9.0,0.0,9.0,0.45,2024-01-04,FAISAL,CASH,,HO,div_2006915470,man_1993412060,party_0832930093
CSI20,1366,2024-01-04,ARC-A1530,AL MANHAJ GENERAL MAINTENANCE,,Multicolor,SHAHID ,432.0,0.0,432.0,21.6,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1995826233,party_0434811731
CSI20,1367,2024-01-04,ARC-S0538,SUPREME STAR PAINTING,,Multicolor,SHAFI,1270.0,0.0,1270.0,63.5,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_1258988377
CSI20,1369,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,76.0,0.0,76.0,3.8,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI10,1162,2024-01-04,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,NASSAR,145.0,0.0,145.0,7.25,2024-01-04,KEA,CASH,,HO,div_2006915470,man_0864799156,party_0832930093
CSI10,1164,2024-01-04,ARC-M1643,MOHAMMED SOHEL MOTOR WINDING & TURNING WORKSHOP L.L.C,,Musaffah Shop,AKTAR HOSSAIN,992.0,0.0,992.0,49.6,2024-01-04,AKTAR,CASH,,HO,div_2006915470,man_0900539661,party_1049633557
CSI20,1368,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,150.0,0.0,150.0,7.5,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI20,1370,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,290.0,0.0,290.0,14.5,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI20,1371,2024-01-04,ARC-M0270,MODULAR GENERAL CONTRACTING L.L.C.,,Multicolor,NISHAD T,150.0,0.0,150.0,7.5,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1830493139,party_1334407904
CSI20,1372,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,SANOOP,425.0,0.0,425.0,21.25,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_0264100041,party_0984764295
CSI20,1373,2024-01-04,ARC-A0063,ABIR AL SHAM CONTRACTING & GENERAL MAINTENANCE L.L.C,,Multicolor,NISHAD T,100.0,0.0,100.0,5.0,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1830493139,party_1361363164
CSI20,1374,2024-01-04,ARC-A1834,Al Taif Building Materials Co.W L L,,Multicolor,SHAFI,195.0,0.0,195.0,9.75,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_1419565995
CSI20,1375,2024-01-04,ARC-A1563,Altron Smart Technology Services L.L.C,,Multicolor,BAJU ,220.0,0.0,220.0,11.0,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1108579223,party_1678641200
CSI20,1376,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAHID ,475.0,0.0,475.0,23.75,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1995826233,party_0984764295
CSI20,1377,2024-01-04,ARC-Z1583,ZAWAYA DARAJ TECHINCAL SERVICES,,Multicolor,SHAHID ,82.0,0.0,82.0,4.1,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1995826233,party_1188904793
CSI20,1378,2024-01-04,ARC-A1855,ARCHITAL GENERAL CONTRACTING AND INTERIOR DECORATION,,Multicolor,SHAFI,1545.0,0.0,1545.0,77.25,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0860426564
CSI10,1165,2024-01-04,ARC-A1688,AFREEN BUILDING MATERIALS TRADING CO. LLC,,Musaffah Shop,FAISAL,84.0,0.0,84.0,4.2,2024-01-04,AKTAR,CASH,ABU DHABI,HO,div_2006915470,man_1993412060,party_1134539709
CSI20,1380,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,SANOOP,115.0,0.0,115.0,5.75,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_0264100041,party_0984764295
CSI20,1379,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,160.0,0.0,160.0,8.0,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI20,1383,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,1963.0,0.0,1963.0,98.15,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI10,1196,2024-01-04,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,SUNDARAN ,36.8,0.0,36.8,1.84,2024-01-04,AKTAR,CASH,,HO,div_2006915470,man_0622657813,party_0832930093
CSI20,1381,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,19.0,0.0,19.0,0.95,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI20,1382,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,350.0,0.0,350.0,17.5,2024-01-04,SAFEER M,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI10,1166,2024-01-04,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,SUNDARAN ,8.1,0.0,8.1,0.41,2024-01-04,KEA,CASH,,HO,div_2006915470,man_0622657813,party_0832930093
CSRT10,1007,2024-01-04,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,NASSAR,-162.0,0.0,-162.0,-8.1,2024-01-04,SHAMEER,CASH,,HO,div_2006915470,man_0864799156,party_0832930093
CSI10,1167,2024-01-04,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,NASSAR,98.0,0.0,98.0,4.9,2024-01-04,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_0832930093
CSI20,1384,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,BAJU ,154.0,0.0,154.0,7.7,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1108579223,party_0984764295
CSI20,1385,2024-01-04,ARC-W0021,WALK IN - MCJ,,Multicolor,RISHAD C,100.0,0.0,100.0,5.0,2024-01-04,SAMSHEER,CASH,,MCJ,div_0556003793,man_1841802797,party_0984764295
CSI40,1048,2024-01-04,ARC-E0082,ELMA ELECTROMECHANICAL CO. (LLC),,Branch 2,RINSHAD M U,60.0,0.0,60.0,3.0,2024-01-04,RINSHAD MU,CASH,,Branch 2,div_0097926054,man_0298694519,party_0064047485
